zi,data
𫰊,⿱巛女
𫰋,⿰女犬
𫰋,⿺𡚻丶
𫰌,⿰女五
𫰍,⿰女韦
𫰎,⿰女牙
𫰏,⿱女止
𫰐,⿱𰀡女
𫰑,⿰女欠
𫰒,⿰女月
𫰓,⿰女卆
𫰔,⿰女牛
𫰕,⿰女仍
𫰖,⿰女水
𫰗,⿳一⿻〢冖女
𫰘,⿰女刋
𫰘,⿰奷刂
𫰙,⿰女仟
𫰚,⿰女𠮢
𫰛,⿰女𢀖
𫰜,⿰女㚐
𫰝,⿰女再
𫰞,⿰女列
𫰞,⿰𡛃刂
𫰟,⿰女⿴互一
𫰟,⿰女亙
𫰠,⿰女当
𫰡,⿰女华
𫰢,⿰女会
𫰣,⿰女礼
𫰣,⿰𡛭乚
𫰤,⿰女米
𫰥,⿱⿰文又女
𫰦,⿰女守
𫰧,⿰女羊
𫰨,⿰女买
𫰩,⿰女⿻亅⿳凵一八
𫰪,⿰女孝
𫰫,⿰女亜
𫰬,⿰女杠
𫰭,⿰女赤
𫰮,⿰女⿱艹尸
𫰯,⿰女困
𫰰,⿰女佥
𫰱,⿱⿰仌口女
𫰲,⿺免女
𫰳,⿰女亨
𫰴,⿰女牢
𫰵,⿺尾女
𫰶,⿱𫩞女
𫰷,⿱披女
𫰸,⿰奸卯
𫰹,⿱规女
𫰺,⿰女雨
𫰻,⿰女罔
𫰼,⿰女芸
𫰽,⿰女⿱从龰
𫰾,⿰女金
𫰿,⿰女𫂱
𫱀,⿰女匋
𫱁,⿰女念
𫱂,⿰女函
𫱃,⿱𭘍女
𫱄,⿰女⿱右月
𫱅,⿰奸合
𫱆,⿰女畐
𫱇,⿰女𧴦
𫱈,⿰女茇
𫱉,⿰女背
𫱊,⿰女曷
𫱋,⿰女拜
𫱌,⿰女冠
𫱍,⿰女亮
𫱎,⿰女𦍑
𫱏,⿰妄共
𫱐,⿰女羿
𫱑,⿰女砭
𫱑,⿰妬乏
𫱒,⿱林𠕷
𫱓,⿰女配
𫱓,⿰𡜳己
𫱔,⿰女恭
𫱕,⿰女监
𫱖,⿱如何
𫱗,⿰女拿
𫱘,⿰女⿱爫糸
𫱙,⿰女𠲯
𫱚,⿰女紊
𫱛,⿰女恙
𫱜,⿰女宫
𫱝,⿰女恣
𫱞,⿰女难
𫱞,⿰奴隹
𫱟,⿰女規
𫱟,⿰妋見
𫱠,⿰女𨳐
𫱡,⿰女莊
𫱢,⿰女𰿚
𫱣,⿰女國
𫱤,⿰秉妄
𫱥,⿱𣪘女
𫱦,⿰女𰚋
𫱧,⿰娧少
𫱨,⿰女商
𫱩,⿱奴度
𫱪,⿰好尚
𫱫,⿰女細
𫱬,⿰姑尾
𫱭,⿰女雯
𫱮,⿰女惠
𫱯,⿰女皕
𫱯,⿰𰋿百
𫱰,⿰女萄
𫱱,⿰女⿱业⿻⺌𦉫
𫱲,⿱𫤝女
𫱳,⿰女鈞
𫱳,⿰𫰾匀
𫱴,⿱⿴𦥑目女
𫱵,⿰女尊
𫱶,⿱矟女
𫱷,⿰女肅
𫱸,⿰奸泰
𫱹,⿰女裘
𫱺,⿰女鼓
𫱺,⿰㛸支
𫱻,⿰女敬
𫱼,⿰女粲
𫱽,⿰女萱
𫱾,⿰女圓
𫱿,⿱𮯙女
𫲀,⿱塍女
𫲁,⿰女祼
𫲁,⿰𡛭果
𫲂,⿰女⿱龹貝
𫲃,⿰女禀
𫲄,⿰女⿳宀㕣禸
𫲅,⿱爾女
𫲆,⿰女疑
𫲇,⿰女蓉
𫲈,⿰女敳
𫲈,⿰㜐攵
𫲉,⿰女鳳
𫲊,⿰女熏
𫲋,⿰女廖
𫲋,⿸㚧翏
𫲌,⿱⿰㣇聿女
𫲍,⿰女暮
𫲎,⿰女慕
𫲏,⿰女蔓
𫲐,⿰女賞
𫲑,⿲女舟柔
𫲒,⿰女𬴘
𫲓,⿳亡罒⿰⺼㚨
𫲔,⿰女蕉
𫲕,⿱辥女
𫲖,⿱嶭女
𫲗,⿰女赞
𫲘,⿰女龍
𫲙,⿰女隨
𫲙,⿰邚遀
𫲚,⿰女霝
𫲛,⿰女薇
𫲜,⿱𧰷娄
𫲝,⿰女藍
𫲞,⿰女曡
𫲟,⿰女龏
𫲠,⿰女𪠛
𫲡,⿰子又
𫲢,⿰子句
𫲣,⿱㓜子
𫲤,⿰召子
𫲥,⿰子曳
𫲦,⿰子兑
𫲧,⿰子金
𫲨,⿰妾子
𫲩,⿰若子
𫲪,⿱幽子
𫲫,⿱⿰隹又子
𫲬,⿰孕者
𫲭,⿰子竟
𫲮,⿰子冨
𫲯,⿱⿴𦥑⿱亠口子
𫲰,⿰召孫
𫲰,⿰𫲤系
𫲱,⿱嗣子
𫲲,⿱⿰𠂤辛子
𫲳,⿰存群
𫲴,⿰子蘭
𫲵,⿱宀土
𫲶,⿱宀刃
𫲷,⿱宀夫
𫲷,⿻𡦼二
𫲸,⿱宀丰
𫲸,⿱宀丯
𫲸,⿱宀龶
𫲸,⿳宀𠀆一
𫲸,⿻𫲵一
𫲹,⿱宀中
𫲺,⿱宀止
𫲺,⿱丶𬅶
𫲻,⿱宀乌
𫲼,⿱宀及
𫲽,⿱宀心
𫲾,⿱宀𠮣
𫲿,⿱宀立
𫲿,⿱丶𠖃
𫳀,⿱宀幼
𫳁,⿱宀㞭
𫳂,⿱㝉由
𫳃,⿱宀亚
𫳃,⿱㝉业
𫳄,⿳宀宀巳
𫳄,⿳宀丶𭁳
𫳅,⿱宀羊
𫳆,⿱宀弜
𫳇,⿳宀丅⿱口丄
𫳈,⿱宀𭎃
𫳉,⿱宀𫻨
𫳊,⿱宀𫭠
𫳊,⿱𫲺土
𫳋,⿱宀廷
𫳌,⿱宀佑
𫳍,⿳宀𭕄木
𫳎,⿱宀㳄
𫳏,⿱宀⿰屮丮
𫳐,⿱宀幸
𫳐,⿱𫲵𢆉
𫳑,⿱宀奄
𫳒,⿱宀東
𫳓,⿱宫又
𫳔,⿱宀虎
𫳕,⿱宀朋
𫳖,⿱宀㐭
𫳗,⿱宀𱰭
𫳗,⿱丶𰃱
𫳘,⿰字宁
𫳙,⿱宀𡛼
𫳚,⿱宀珍
𫳛,⿱宀𦔻
𫳜,⿱宀頁
𫳝,⿱宀苗
𫳞,⿱宀昜
𫳟,⿱宀耑
𫳟,⿱𭓞而
𫳠,⿱宀𥘪
𫳡,⿱宓火
𫳢,⿱宩口
𫳣,⿱宀姦
𫳣,⿱安奻
𫳤,⿱𡧆𥃦
𫳥,⿳宀丅⿻𧾷一
𫳦,⿱宀𨛡
𫳧,⿱宀員
𫳨,⿱宀⿰皃阝
𫳩,⿱宀⿰彳告
𫳪,⿱宀殷
𫳫,⿱宀祜
𫳬,⿱𫲽再
𫳭,⿱宀竜
𫳭,⿱𫲿电
𫳮,⿱宀⿰女𠬶
𫳯,⿱宀彗
𫳰,⿱宀球
𫳱,⿱宀堇
𫳱,⿻𫳱一
𫳲,⿱宜糸
𫳲,⿱𡧓系
𫳳,⿱宀晨
𫳴,⿱宀𫾶
𫳵,⿰牢何
𫳶,⿰害丮
𫳷,⿱宀𣪘
𫳸,⿱宀⿰舌兄
𫳹,⿰密兀
𫳺,⿱宀淑
𫳻,⿱宀將
𫳻,⿸𪧇寽
𫳼,⿱宀𨟻
𫳼,⿸𪧇酉
𫳽,⿳宀王玨
𫳽,⿳㝉土玨
𫳾,⿱寅心
𫳿,⿱宀⿰丰或
𫴀,⿱宀⿰車矛
𫴁,⿱宀⿰⿱米又元
𫴂,⿳宀王⿱罒夫
𫴃,⿱寅皿
𫴄,⿱宀⿰垔攵
𫴅,⿱宀𰢅
𫴆,⿱宀萬
𫴇,⿰寂永
𫴈,⿱宀𬆪
𫴉,⿳宀爫頁
𫴊,⿱宀⿰亻⿱𫲸火
𫴋,⿺𫳭下
𫴌,⿱宀義
𫴍,⿱宀煙
𫴎,⿱宀辟
𫴏,⿱宀⿰丞見
𫴐,⿰寒甘
𫴑,⿰賓彡
𫴒,⿱宀蒐
𫴓,⿰害𬉸
𫴔,⿳宀臼⿱火心
𫴕,⿱宀⿰㲋弁
𫴖,⿱宀禋
𫴗,⿱宀福
𫴘,⿱宀𤍾
𫴘,⿱㝝𤆍
𫴘,⿱丶𤏷
𫴙,⿰害⿱巨夫
𫴚,⿰密岑
𫴛,⿸𪧇舂
𫴜,⿱宀⿰豆𦘔
𫴝,⿱宀⿰⿱王貝宁
𫴞,⿰寧他
𫴟,⿳宀𢼄⿰耳乃
𫴠,⿱宀豳
𫴡,⿱宀⿰⿱王貝⿳丅口丄
𫴢,⿱𱚇⿰⿸𠂇龶𪠲
𫴣,⿱宀⿰盗⿱斗又
𫴤,⿱宀䨮
𫴥,⿱宀䜌
𫴦,⿱宀⿰⿱王貝畐
𫴧,⿳宀⿰阝⿳爫兔又土
𫴨,⿱宀𬮔
𫴩,⿱𫴗貝
𫴪,⿱宀譶
𫴪,⿱㝘誩
𫴫,⿱𡩧⿰畐貝
𫴬,⿰对⿱⺈丨
𫴭,⿰寻心
𫴮,⿰㝵仁
𫴯,⿰則寸
𫴰,⿰⿱龷𦍌寸
𫴱,⿰寻每
𫴲,⿰寻那
𫴳,⿰寻弄
𫴴,⿱満寸
𫴵,⿰寻拜
𫴶,⿱廚寺
𫴷,⿰寻磊
𫴸,⿰小日
𫴹,⿱内小
𫴺,⿺札小
𫴺,⿺朼𰍨
𫴺,⿻乚㭂
𫴻,⿱少内
𫴼,⿰闭小
𫴽,⿱龸旡
𫴾,⿱小昆
𫴿,⿱的小
𫵀,⿱小㤕
𫵁,⿱尚上
𫵁,⿱龸𭆽
𫵂,⿱龸𠮵
𫵃,⿰当皮
𫵄,⿰英小
𫵅,⿱尚𧘇
𫵆,⿰省司
𫵇,⿰眉尔
𫵈,⿰悶小
𫵉,⿰郎尖
𫵊,⿱少結
𫵋,⿰意小
𫵌,⿱尚垂
𫵍,⿰小頻
𫵎,⿺尢𡿨
𫵏,⿺尢比
𫵐,⿱戉兀
𫵑,⿺尣卓
𫵒,⿺尣貴
𫵓,⿸尸内
𫵔,⿸尸⺝
𫵕,⿸尸爪
𫵖,⿸尸示
𫵖,⿸𡰥小
𫵖,⿸𰍰𡭕
𫵗,⿰尺尹
𫵘,⿸尸必
𫵙,⿸尸㱏
𫵙,⿸𡰥止
𫵙,⿸𰍰正
𫵚,⿸尸𠦅
𫵛,⿰尽寸
𫵜,⿸尸⿰丩⿱亠又
𫵝,⿸尸𱝼
𫵞,⿺尾彡
𫵟,⿱尺托
𫵠,⿸尿㐄
𫵡,⿰尾册
𫵢,⿰曲屈
𫵣,⿺尾求
𫵤,⿸尸⿱舛田
𫵥,⿰屏召
𫵦,⿰居於
𫵧,⿰尽泰
𫵨,⿰屏制
𫵩,⿸尸⿰彳𮫙
𫵪,⿸尸興
𫵫,⿰屡批
𫵬,⿸尸䑂
𫵭,⿰屡咼
𫵮,⿰𡴀𡴀
𫵯,⿳屮酉心
𫵰,⿰⿱屮㠯光
𫵱,⿱山十
𫵲,⿱山丁
𫵳,⿱山几
𫵴,⿰山又
𫵵,⿰山𠃓
𫵶,⿰山韦
𫵷,⿰山历
𫵸,⿰山𢀖
𫵹,⿱山对
𫵺,⿰山色
𫵻,⿱山安
𫵼,⿱山更
𫵽,⿱山凬
𫵽,⿵㞩日
𫵽,⿵𫵳𣄼
𫵾,⿱每山
𫵿,⿰山秀
𫶀,⿰山宋
𫶁,⿰山易
𫶂,⿰山岸
𫶃,⿱㞱心
𫶃,⿱山𢗭
𫶄,⿱山变
𫶅,⿰山参
𫶆,⿰山威
𫶇,⿰山带
𫶈,⿰山屏
𫶉,⿰山屋
𫶊,⿰山监
𫶋,⿱𦥔冚
𫶌,⿱山留
𫶌,⿱峁田
𫶍,⿱山冥
𫶎,⿱山容
𫶏,⿱山娥
𫶐,⿰山桑
𫶑,⿱㞷貝
𫶒,⿱山淋
𫶓,⿰山寄
𫶔,⿱敢山
𫶕,⿰山营
𫶖,⿱陽山
𫶗,⿱山碖
𫶘,⿱山雷
𫶘,⿱𡸹田
𫶙,⿱山葵
𫶚,⿱山⿰禾㓤
𫶛,⿱山𪫕
𫶜,⿰嵩⿱𠂉丨
𫶝,⿱山𠪚
𫶝,⿸屵敢
𫶞,⿱𩒨山
𫶟,⿸屵僕
𫶠,⿱山𫕻
𫶡,⿱山頻
𫶢,⿱山盧
𫶣,⿱山衡
𫶤,⿰山𰌱
𫶥,⿰山蘭
𫶦,⿳山䜌夂
𫶧,⿻丨儿
𫶨,⿰余川
𫶩,⿳巛𠔿⿵冂厶
𫶪,⿰𧥥竟
𫶫,⿰工公
𫶬,⿱工矢
𫶭,⿱任工
𫶮,⿱工芸
𫶯,⿰差女
𫶰,⿰差支
𫶱,⿰巧草
𫶲,⿱殸𢀖
𫶳,⿱工署
𫶴,⿰差吕
𫶵,⿱巴乃
𫶶,⿱巳克
𫶷,⿰吕巴
𫶸,⿱巴例
𫶹,⿱幽巳
𫶺,⿰𠒖危
𫶻,⿱巴監
𫶼,⿱巴辣
𫶽,⿰巾卜
𫶾,⿰巾人
𫶿,⿰巾𭂫
𫷀,⿰巾毛
𫷁,⿱父巾
𫷂,⿰巾丮
𫷃,⿻十⿱从冂
𫷄,⿱⿲一⺊⺊巾
𫷅,⿰巾军
𫷆,⿰巾岡
𫷇,⿱向市
𫷈,⿱须巾
𫷉,⿰巾宪
𫷊,⿰巾真
𫷋,⿰巾豈
𫷌,⿰巾监
𫷍,⿰帛尼
𫷎,⿰巾唐
𫷏,⿱紙巾
𫷐,⿰巾董
𫷑,⿰巾當
𫷒,⿰巾頭
𫷓,⿰常侖
𫷔,⿰干乞
𫷕,⿱干𠬞
𫷖,⿰干丮
𫷗,⿰年奴
𫷘,⿰并甹
𫷙,⿰平斉
𫷚,⿱平朋
𫷛,⿳幵业八
𫷜,⿰年南
𫷝,⿰平倩
𫷞,⿰年悲
𫷟,⿰幺考
𫷠,⿱曲𢆶
𫷡,⿳𢆶一⿰幺二
𫷢,⿱𦣻𢆶
𫷣,⿱𢆶⿹戈女
𫷤,⿰幼追
𫷥,⿸广九
𫷦,⿸广寸
𫷧,⿸广厷
𫷨,⿸广朱
𫷩,⿸广异
𫷪,⿸广邦
𫷫,⿸广攼
𫷬,⿸广来
𫷬,⿱丶𰆙
𫷭,⿸广足
𫷭,⿸𢇞龰
𫷮,⿸广阴
𫷯,⿸庚⺀
𫷰,⿰床反
𫷱,⿸广奔
𫷱,⿸庆卉
𫷲,⿸广⿱少火
𫷳,⿸广延
𫷴,⿸广炒
𫷵,⿸庚凡
𫷶,⿸广𠱼
𫷷,⿸广钦
𫷸,⿸广食
𫷸,⿸庂良
𫷸,⿱丶𠩸
𫷹,⿸广娄
𫷹,⿸𢈍女
𫷺,⿸广射
𫷻,⿸庚丙
𫷼,⿸广執
𫷽,⿸广虖
𫷾,⿸广婴
𫷿,⿸㢈丸
𫸀,⿸广⿱丑金
𫸁,⿸广睘
𫸂,⿸广艁
𫸃,⿸广墊
𫸃,⿸𫷼土
𫸄,⿸广蒐
𫸅,⿱丶㷴
𫸅,⿸𢊆火
𫸆,⿸广僕
𫸇,⿸广𬙸
𫸈,⿸广遴
𫸉,⿰序達
𫸊,⿰廣充
𫸋,⿰廣作
𫸌,⿰廣声
𫸍,⿰廣卓
𫸎,⿰廣青
𫸏,⿰廣冥
𫸐,⿰廣逐
𫸑,⿺廴士
𫸒,⿺廴坴
𫸓,⿺廴𦬰
𫸔,⿺廷頁
𫸔,⿺廴𩑙
𫸕,⿰建差
𫸖,⿱⺕廾
𫸗,⿱戉廾
𫸘,⿱𡖅廾
𫸙,⿱司廾
𫸚,⿱辰廾
𫸛,⿱尾廾
𫸜,⿱叀廾
𫸝,⿱非廾
𫸞,⿱𠣞廾
𫸟,⿱⿴𦥑弓廾
𫸠,⿱廌廾
𫸡,⿱⿰尾米廾
𫸢,⿱𬡤廾
𫸣,⿱臱廾
𫸤,⿱爵廾
𫸥,⿰弓大
𫸦,⿱弓廾
𫸧,⿹弓口
𫸨,⿰丁弗
𫸩,⿰弓区
𫸪,⿰弓↔弓
𫸫,⿰弓右
𫸬,⿰宄引
𫸭,⿱龴⿴囗弓
𫸮,⿰弓朿
𫸯,⿰弓㕦
𫸰,⿰弓⿱爫刀
𫸱,⿰弓礼
𫸲,⿸产弓
𫸳,⿰弓貝
𫸴,⿰弗且
𫸵,⿰弓𰆺
𫸶,⿰弓那
𫸷,⿰引弄
𫸸,⿰弓⿱日攴
𫸹,⿰弓⿱夷土
𫸺,⿰弜寺
𫸻,⿰弗要
𫸼,⿰烏⿹弓冫
𫸽,⿰弟奄
𫸾,⿰弓勢
𫸿,⿰弹乏
𫹀,⿰弓⿱自⿰幺𪠲
𫹁,⿰弓齒
𫹂,⿰弓⿱自魚
𫹃,⿰弓𠕰
𫹄,⿰皮𫜹
𫹅,⿰帚⿻久一
𫹆,⿳彑由八
𫹇,⿰㣇希
𫹈,⿳彑⿰米幺廾
𫹉,⿰酉彡
𫹊,⿰拜⿱冖⿷元彡
𫹋,⿰彳〢
𫹌,⿰彳女
𫹍,⿰彳支
𫹎,⿰彳木
𫹏,⿰彳攴
𫹐,⿰彳火
𫹑,⿰彳刋
𫹑,⿰𭛜刂
𫹒,⿰彳吏
𫹓,⿰彳羽
𫹔,⿰彳⿱止口
𫹕,⿰彳羌
𫹖,⿰彳⿷匚羊
𫹗,⿰彳旻
𫹘,⿰彳牧
𫹘,⿰𢓐攵
𫹙,⿰彳壴
𫹚,⿰彳封
𫹚,⿰徍寸
𫹛,⿰彳斿
𫹜,⿰彳差
𫹜,⿸徉工
𫹝,⿰彳羗
𫹞,⿰彳馬
𫹟,⿰彳郢
𫹟,⿰徎阝
𫹠,⿰彳笑
𫹡,⿰彳堇
𫹢,⿰彳啟
𫹣,⿰彳尞
𫹤,⿰彳黹
𫹥,⿰彳𰨚
𫹦,⿱直待
𫹧,⿰彳頡
𫹧,⿰㣟頁
𫹨,⿰彳頝
𫹩,⿰彳雚
𫹪,⿰彳嚴
𫹫,⿰忄丂
𫹬,⿱⺈㣺
𫹭,⿱乃心
𫹮,⿰忄与
𫹯,⿱干心
𫹰,⿱心门
𫹱,⿱巛心
𫹲,⿱⿻
𫹲,儿匚心
𫹳,⿱戈心
𫹴,⿰忄韦
𫹵,⿱元心
𫹶,⿰忄少
𫹷,⿰忄双
𫹷,⿰𱝽又
𫹸,⿰𱝼⿹𠃌一
𫹹,⿱⿰厶⿹𠃌一心
𫹺,⿰忄石
𫹻,⿱未心
𫹼,⿰忄东
𫹽,⿰忄⿱𠂉𠃓
𫹾,⿱包心
𫹿,⿱宁心
𫺀,⿰忄⿺尢子
𫺁,⿱夹心
𫺂,⿰忄夹
𫺃,⿰忄𠯊
𫺄,⿱⿻
𫺄,𠃊旦心
𫺅,⿳八斗心
𫺆,⿰忄华
𫺇,⿱𪞘心
𫺈,⿰忄汝
𫺉,⿱龹心
𫺊,⿰忄齐
𫺋,⿱汝心
𫺌,⿰忄贡
𫺍,⿱日㣽
𫺍,⿱妟心
𫺎,⿰忄邦
𫺎,⿰𢗒阝
𫺏,⿰忄㒵
𫺐,⿱含心
𫺐,⿱今𢗀
𫺑,⿱𠇤心
𫺒,⿰忄间
𫺓,⿰忄闷
𫺔,⿱君心
𫺕,⿱卲心
𫺖,⿱𢫕心
𫺗,⿱⿰牙攵心
𫺘,⿰忄劳
𫺙,⿰忄𭁉
𫺚,⿱⿰舟又心
𫺛,⿱侃心
𫺜,⿱兔心
𫺝,⿰忄庚
𫺞,⿱炏心
𫺟,⿰忄㣇
𫺠,⿱珀心
𫺡,⿱玲心
𫺢,⿲丶十品
𫺣,⿰忄炭
𫺤,⿰忄貞
𫺥,⿰悍刂
𫺦,⿰忿甘
𫺧,⿰忄⿳亼𭕄口
𫺨,⿰忄拜
𫺩,⿱⿰冫甬心
𫺪,⿰忄养
𫺫,⿰忄郑
𫺬,⿰忄屏
𫺭,⿰忄怠
𫺮,⿱⿰臣攵心
𫺯,⿱恭心
𫺰,⿰忄荀
𫺱,⿰息𪟽
𫺲,⿱䏧心
𫺳,⿰忄差
𫺳,⿸𰑘工
𫺴,⿰忘肙
𫺵,⿱羔心
𫺶,⿰忄陣
𫺷,⿱难心
𫺸,⿱軟心
𫺹,⿰忄匮
𫺺,⿰忄常
𫺻,⿰忄眼
𫺻,⿰𭜜艮
𫺼,⿰忄⿱爫⿰丨臼
𫺽,⿰息令
𫺾,⿰忿含
𫺿,⿰忄宿
𫻀,⿰忄寄
𫻁,⿰忄阋
𫻂,⿰怒艮
𫻃,⿰忄⿳左月土
𫻄,⿰忄菁
𫻅,⿰怕岌
𫻆,⿱猶心
𫻇,⿱⿰钅𠯑心
𫻈,⿰怒含
𫻉,⿰忍負
𫻊,⿰忄萱
𫻋,⿰怕事
𫻌,⿰忄慈
𫻍,⿱数心
𫻎,⿱歆心
𫻏,⿰忄辟
𫻐,⿰恐事
𫻑,⿰忄匱
𫻒,⿱圖心
𫻓,⿱㯎心
𫻔,⿰忄賤
𫻔,⿰𭜼戔
𫻕,⿱罒態
𫻕,⿱罷心
𫻖,⿰忄膚
𫻗,⿰忄毅
𫻗,⿰𢟰殳
𫻘,⿰忄⿳亠罒表
𫻙,⿱𭤊心
𫻚,⿱㱅心
𫻛,⿱心𫕻
𫻜,⿰忽然
𫻝,⿱霝心
𫻞,⿰忄𫉬
𫻟,⿰忄薏
𫻠,⿰悁朗
𫻡,⿰忄⿳亠吅⿱氺𧘇
𫻢,⿱⿰壹次心
𫻣,⿰愧卒
𫻤,⿰忄顔
𫻤,⿰𢞆頁
𫻥,⿱羈心
𫻦,⿰丂戈
𫻧,⿰力戈
𫻨,⿰戈大
𫻩,⿹戈丰
𫻪,⿹戈心
𫻫,⿹戈示
𫻫,⿹𭟮𡭕
𫻬,⿱罒戈
𫻭,⿹𢦏巿
𫻮,⿰圭戈
𫻯,⿹戈肉
𫻰,⿹⿶戈人仌
𫻱,⿹戈交
𫻱,⿹𢦥乂
𫻲,⿰求戈
𫻳,⿰𫻨中
𫻴,⿹⿶戈⿰丨⺊⺝
𫻵,⿰告戈
𫻶,⿰⿱𠃊丆⿵戊口
𫻷,⿰者戈
𫻸,⿱戎戎
𫻹,⿰尚戈
𫻺,⿰虎戈
𫻻,⿰兒戈
𫻼,⿹戈隹
𫻽,⿰成年
𫻾,⿹戈𱰭
𫻿,⿹戈壴
𫼀,⿰𥄎戈
𫼁,⿰尃戈
𫼂,⿰重伐
𫼃,⿹戈鳥
𫼄,⿰棗戈
𫼅,⿰喜戈
𫼆,⿰菐戈
𫼇,⿹戈買
𫼈,⿰㝷戈
𫼉,⿰户戈
𫼊,⿸户电
𫼋,⿸户圭
𫼋,⿸𢨦王
𫼋,⿸𢨫土
𫼌,⿰户共
𫼍,⿸户孚
𫼎,⿸户忤
𫼏,⿸户者
𫼏,⿱丶屠
𫼐,⿸户具
𫼑,⿱𫼉𫲡
𫼒,⿱⿸户𣿕去
𫼓,⿹𠃍手
𫼔,⿰手刀
𫼕,⿰扌凢
𫼖,⿰扌久
𫼗,⿰扌马
𫼘,⿰扌丹
𫼙,⿰手氏
𫼚,⿰扌六
𫼛,⿰扌弔
𫼜,⿰手占
𫼝,⿰扌刍
𫼞,⿰扌乎
𫼟,⿰扌⿱𠂉𠃓
𫼠,⿰手主
𫼡,⿰扌㓜
𫼡,⿰𢩼刀
𫼢,⿰扌𱤽
𫼣,⿰扌毕
𫼤,⿰扌则
𫼥,⿰扌岂
𫼦,⿰扌⿱八友
𫼧,⿰扌华
𫼨,⿰扌负
𫼩,⿰扌𱜢
𫼪,⿰扌产
𫼫,⿰扌闭
𫼬,⿰扌亦
𫼭,⿰扌㐫
𫼮,⿰扌农
𫼯,⿰扌边
𫼰,⿰扌如
𫼱,⿰扌贡
𫼲,⿰扌来
𫼳,⿰扌芒
𫼴,⿰手吕
𫼵,⿰扌卤
𫼶,⿰扌𭕆
𫼷,⿰手邑
𫼸,⿰扌𠇚
𫼹,⿰扌含
𫼺,⿰扌狂
𫼻,⿰扌伯
𫼼,⿰扌⿺廴斗
𫼽,⿰扌闷
𫼾,⿰扌级
𫼿,⿰手改
𫽀,⿰扌纳
𫽁,⿰扌连
𫽂,⿰技分
𫽂,⿰扌𢺺
𫽃,⿰扌⿹戈火
𫽄,⿰扌亟
𫽅,⿰抾⿻丿⿻𠃌丶
𫽆,⿰扌匼
𫽇,⿰扌画
𫽈,⿰扌芙
𫽉,⿰扌歨
𫽊,⿰扌学
𫽋,⿰扌罗
𫽌,⿰投勿
𫽍,⿰扌𪠨
𫽎,⿰扌侈
𫽏,⿰扌⿱乍土
𫽐,⿰扌枭
𫽑,⿰殳抇
𫽒,⿰扌戽
𫽒,⿸护斗
𫽓,⿸护手
𫽔,⿰扌闹
𫽕,⿰扌变
𫽖,⿰扌阻
𫽖,⿰𨙰且
𫽗,⿰扌盃
𫽘,⿰扌勅
𫽘,⿰捒力
𫽙,⿰扌项
𫽙,⿰扛页
𫽚,⿰扌苟
𫽛,⿳⿰〢丰一⿱八𰀁
𫽜,⿰扌界
𫽝,⿰扌𪾋
𫽞,⿰扌哈
𫽞,⿰扣合
𫽟,⿰投召
𫽠,⿰扌𪽋
𫽡,⿰手盆
𫽢,⿰扌笃
𫽣,⿰扌将
𫽤,⿰扌𱪵
𫽤,⿰𤆎卢
𫽥,⿰扌举
𫽦,⿰扌染
𫽧,⿰扌费
𫽨,⿰扌𡿺
𫽩,⿰扌𥘾
𫽪,⿰扌𡌥
𫽫,⿰扌顿
𫽫,⿰扽页
𫽬,⿱⿲扌生刀手
𫽭,⿰手員
𫽮,⿰扌党
𫽯,⿰虔手
𫽰,⿰拾日
𫽱,⿰扌⿱几采
𫽲,⿰扌袅
𫽳,⿰扌笔
𫽴,⿰扌宸
𫽵,⿰扌窇
𫽶,⿰把光
𫽷,⿱𡘽手
𫽸,⿰扌欵
𫽸,⿰𢭠欠
𫽹,⿰抽聿
𫽺,⿰手曼
𫽻,⿰扌𱑏
𫽼,⿰扌野
𫽼,⿰捚予
𫽽,⿰扌𡭴
𫽽,⿸抄𣌢
𫽾,⿰扌透
𫽿,⿰扌皐
𫾀,⿰扌婆
𫾁,⿰扌阎
𫾂,⿰扌琴
𫾃,⿰扌萧
𫾄,⿰扌量
𫾅,⿰捔半
𫾆,⿰扌寓
𫾇,⿰扌𦋐
𫾈,⿰扌滑
𫾉,⿰扌翚
𫾊,⿰扌碗
𫾊,⿰拓宛
𫾋,⿰扌想
𫾌,⿱切⿰手宓
𫾍,⿰扌董
𫾎,⿰扌葡
𫾏,⿰扌筹
𫾐,⿰扌歴
𫾑,⿰扌箕
𫾒,⿰扌翠
𫾓,⿰扌㙯
𫾔,⿰扌遷
𫾕,⿰扌慕
𫾖,⿰拜員
𫾗,⿰扌論
𫾘,⿰扌潭
𫾙,⿰扌勳
𫾙,⿰𢷠力
𫾚,⿰扌磨
𫾚,⿸𢳀石
𫾚,⿸扩𥓙
𫾛,⿰扌斂
𫾛,⿰撿攵
𫾜,⿰扌⿳⿴𦥑爻一⿱八手
𫾝,⿰摩具
𫾞,⿰扌⿳宀瓜㼌
𫾟,⿰扌⿱𥫗睪
𫾠,⿰扌爕
𫾡,⿰扌籌
𫾢,⿰扌⿱艹獲
𫾣,⿰高支
𫾤,⿺堯支
𫾥,⿰支翟
𫾦,⿱𠂉攴
𫾧,⿰乇攵
𫾨,⿰文攵
𫾩,⿰乍攵
𫾪,⿰吉攵
𫾫,⿰吏攵
𫾬,⿰耳攵
𫾭,⿰朱攵
𫾮,⿰𫤫攵
𫾯,⿰𢇛攵
𫾰,⿲弓⿱丶⺀攵
𫾱,⿰𦣞攵
𫾲,⿰丽攴
