zi,data
𫾳,⿰寿攵
𫾴,⿰見攵
𫾵,⿰含攵
𫾶,⿰釆攵
𫾷,⿰㳄攵
𫾸,⿱卲攴
𫾹,⿰虎攵
𫾺,⿰⿱⿻〢口女攵
𫾻,⿰易攵
𫾼,⿰肴攵
𫾽,⿰命攵
𫾾,⿰⿱乑丂攵
𫾿,⿰念攴
𫿀,⿰京攵
𫿁,⿰苗攵
𫿂,⿰⿱𣦵贝攵
𫿃,⿰皇攵
𫿄,⿰⿱合口攵
𫿅,⿱㲋攴
𫿆,⿰𣶒攵
𫿇,⿰放且
𫿈,⿰𠥶攵
𫿉,⿰巸攵
𫿉,⿰𦣞攺
𫿊,⿱䀠攴
𫿋,⿰⿱𠂉虎攵
𫿌,⿰能攵
𫿍,⿰黄攵
𫿎,⿱⿰⿱丨丆⿱戊口攴
𫿏,⿰𭾱攵
𫿐,⿰改所
𫿑,⿰⿸虍𫠤攵
𫿒,⿰爲攵
𫿓,⿰番攵
𫿔,⿰⿱兔⺝攵
𫿕,⿰放𬜥
𫿖,⿰⿱母貝攵
𫿗,⿰属攴
𫿘,⿰⿱臼豕攵
𫿙,⿰⿱𢆶酉攵
𫿚,⿰殿攵
𫿛,⿰𫵆攵
𫿜,⿰⿱告貝攵
𫿝,⿰𫃅攵
𫿞,⿸严敢
𫿟,⿱排𢼂
𫿠,⿰𬙸攵
𫿡,⿰麃攵
𫿢,⿰巤攵
𫿣,⿰𬄜攵
𫿤,⿰龍攵
𫿥,⿰炱敢
𫿦,⿰㣈攵
𫿧,⿰⿱㐭泉攵
𫿨,⿰放𫳭
𫿩,⿰豐攵
𫿪,⿰⿱𣆑貝⿱允攵
𫿫,⿰𬋝攵
𫿬,⿰𬁯攵
𫿭,⿱文二
𫿮,⿰正文
𫿯,⿱文𠕁
𫿰,⿰字文
𫿱,⿱林文
𫿲,⿰文燕
𫿳,⿱𰁜斗
𫿴,⿰斗孚
𫿵,⿰⿱八吕斗
𫿶,⿺鬼斗
𫿷,⿰⿱臾月斗
𫿸,⿱企斜
𫿹,⿰𱜢斤
𫿺,⿰𫩞斤
𫿻,⿰⿱木𠔽斤
𫿼,⿰⿱刅朩斤
𫿽,⿰喜斤
𫿾,⿰樂斤
𫿿,⿰斧尞
𬀀,⿸𭤨丩
𬀁,⿰夫㫃
𬀂,⿸𭤨帀
𬀃,⿸𭤨戈
𬀄,⿸𭤨爪
𬀅,⿸𭤨水
𬀆,⿸𭤨毌
𬀇,⿸𭤨古
𬀈,⿸𭤨史
𬀉,⿱方⿰方方
𬀊,⿳亠丷⿱㓁方
𬀋,⿸𭤨𦣻
𬀌,⿸𬀇儿
𬀌,⿸𬀇儿
𬀌,⿸𭤨克
𬀍,⿸𭤨言
𬀎,⿰方配
𬀏,⿸𭤨⿸尹火
𬀐,⿸𭤨𢼄
𬀑,⿰方𬀷
𬀑,⿸𭤨昜
𬀒,⿸𭤨虹
𬀓,⿸𭤨𤇷
𬀔,⿸𭤨涉
𬀕,⿸𭤨𰫝
𬀖,⿸𭤨舀
𬀗,⿰方葉
𬀘,⿸𭤨壺
𬀙,⿸𭤨焝
𬀚,⿸𭤨單
𬀛,⿰方齊
𬀜,⿸𭤨⿰舟言
𬀝,⿸𭤨滔
𬀞,⿸𭤨𫢀
𬀟,⿸𭤨⿰單人
𬀠,⿸𭤨⿰昏舟
𬀡,⿸𭤨⿱⿴𦥑田大
𬀢,⿸𭤨𮇷
𬀣,⿸𭤨輿
𬀤,⿸𭤨䲆
𬀥,⿰旡呙
𬀦,⿹𠀁日
𬀧,⿱日下
𬀧,⿱旦卜
𬀨,⿰日久
𬀩,⿰日韦
𬀪,⿰日见
𬀫,⿺文日
𬀬,⿰日古
𬀭,⿱日卢
𬀮,⿰日对
𬀯,⿱日灰
𬀰,⿱日列
𬀱,⿰日岂
𬀲,⿰日关
𬀳,⿱日亦
𬀴,⿱龹日
𬀵,⿰早失
𬀶,⿰星刀
𬀷,⿱𠂉昜
𬀸,⿰日⿱文兀
𬀹,⿰日弟
𬀺,⿰已易
𬀻,⿰日坴
𬀼,⿱旦助
𬀽,⿱日⿻丅𦫽
𬀾,⿱日坤
𬀿,⿱日侖
𬁀,⿰昏少
𬁁,⿰日宜
𬁂,⿱珉日
𬁃,⿱日城
𬁄,⿱早坎
𬁅,⿰日虹
𬁅,⿰𣆣工
𬁆,⿰爰日
𬁇,⿰日重
𬁈,⿰日郎
𬁈,⿰㫰阝
𬁉,⿱𫢩日
𬁊,⿰日徐
𬁋,⿱日卿
𬁌,⿰昏𠅇
𬁍,⿰日羗
𬁎,⿰日容
𬁏,⿰对易
𬁐,⿱日⿰月余
𬁑,⿱日猪
𬁒,⿱日務
𬁓,⿰日⿱⿰丰丰日
𬁔,⿺是旱
𬁕,⿱日堯
𬁖,⿰星牢
𬁗,⿰日富
𬁘,⿰日阑
𬁙,⿰日萱
𬁚,⿰星臾
𬁛,⿰日廉
𬁛,⿸旷兼
𬁜,⿰日夢
𬁝,⿱业⿸羊昌
𬁞,⿰日蕉
𬁟,⿱日寸
𬁠,⿱日乡
𬁡,⿱友日
𬁢,⿱𰁜日
𬁣,⿱⿰子丰日
𬁤,⿱卲日
𬁥,⿰考曲
𬁦,⿱⿰次刂日
𬁧,⿱显八
𬁨,⿱日朕
𬁩,⿱旂日
𬁪,⿱⿰子辛日
𬁫,⿰書且
𬁬,⿱晶卯
𬁭,⿰曾阿
𬁭,⿰鄫可
𬁮,⿰曾忝
𬁯,⿱㣈日
𬁰,⿰月十
𬁱,⿰月才
𬁲,⿰月么
𬁳,⿰月马
𬁴,⿰月云
𬁵,⿰月区
𬁶,⿰五月
𬁷,⿰月夭
𬁸,⿰月仓
𬁹,⿱出⺝
𬁺,⿰月亚
𬁻,⿰月耒
𬁼,⿱次⺝
𬁽,⿰月员
𬁾,⿱𠇗月
𬁿,⿰月羌
𬂀,⿰月闰
𬂁,⿰月君
𬂁,⿸𭨭口
𬂂,⿰月罗
𬂃,⿱夜⺝
𬂄,⿹⿶戈⿱亠丷月
𬂅,⿰月单
𬂆,⿰朗⿱⺈丨
𬂇,⿰月班
𬂈,⿱⿸厂者⺝
𬂉,⿸𰮤贝
𬂊,⿰月冥
𬂋,⿱𢆶冐
𬂋,⿱𣌳⺝
𬂌,⿰月能
𬂍,⿰月𱑏
𬂎,⿰月⿱白𧰨
𬂏,⿱象⺝
𬂐,⿰月𧊒
𬂑,⿰有産
𬂒,⿰月聖
𬂓,⿰⺼⿱⺌冡
𬂔,⿰月䝉
𬂕,⿰肯氣
𬂖,⿱⿰象刂⺝
𬂗,⿰月皛
𬂘,⿱辥月
𬂙,⿰竜望
𬂚,⿱朔⿰朔朔
𬂛,⿻丨一
𬂜,⿰木一
𬂝,⿱木寸
𬂞,⿱上木
𬂞,⿻𠦀人
𬂟,⿰木⿹勹丿
𬂠,⿰木无
𬂡,⿰木五
𬂢,⿰木𭂫
𬂣,⿰木介
𬂤,⿰木丮
𬂥,⿰束七
𬂦,⿰木⿱屮㔾
𬂧,⿰未未
𬂨,⿰村⿱⺈丨
𬂩,⿰木夹
𬂪,⿰木𫑗
𬂫,⿱𠂤木
𬂫,⿻阜人
𬂬,⿰木仿
𬂭,⿰木向
𬂮,⿰木杀
𬂯,⿰木甶
𬂰,⿰木农
𬂱,⿱汤木
𬂲,⿰木亜
𬂳,⿰木巫
𬂴,⿰𡉣丮
𬂵,⿰木芆
𬂶,⿰木助
𬂶,⿰柤力
𬂷,⿰木⿱巾丏
𬂸,⿰枚少
𬂹,⿰木廷
𬂺,⿰木伯
𬂻,⿰木𫔭
𬂼,⿰木矣
𬂽,⿱林五
𬂾,⿱⿰木刅木
𬂿,⿰桎力
𬃀,⿰木规
𬃀,⿰枎见
𬃁,⿰木⿱耳又
𬃂,⿰林五
𬃂,⿰木𬂡
𬃃,⿰木⿱口𰋙
𬃄,⿳⺊𠕎木
𬃅,⿱束⿻中人
𬃆,⿰木岳
𬃇,⿰木𫞯
𬃈,⿰木𢼂
𬃈,⿰𣏠攵
𬃉,⿰木舍
𬃊,⿰木质
𬃊,⿸𣏸贝
𬃋,⿰木⿱宀台
𬃌,⿰木勆
𬃌,⿰桹力
𬃍,⿰木泊
𬃎,⿰木⿱亠糸
𬃏,⿰木宝
𬃐,⿰木戽
𬃐,⿸枦斗
𬃑,⿰木⿱𦍌𫶧
𬃒,⿰木⿱刅木
𬃓,⿰木⿱皮口
𬃔,⿱朿束
𬃕,⿱林𠕵
𬃕,⿵棾丶
𬃖,⿳十冖䂞
𬃗,⿰木厘
𬃘,⿰木贰
𬃙,⿰桮刂
𬃚,⿱埜厶
𬃚,⿱林去
𬃛,⿰木项
𬃛,⿰杠页
𬃜,⿰木𧴦
𬃝,⿰木苗
𬃞,⿰木盺
𬃞,⿰相斤
𬃟,⿰木苹
𬃠,⿰木盆
𬃡,⿰木急
𬃢,⿰木𡬫
𬃢,⿰𣑮寸
𬃣,⿰木爯
𬃤,⿰木𦥚
𬃥,⿱𫾩木
𬃦,⿰㭊戋
𬃦,⿰木𰠛
𬃧,⿰木冠
𬃨,⿱帝木
𬃩,⿰木𭩮
𬃪,⿰木奇
𬃫,⿰木宪
𬃬,⿰木亯
𬃭,⿳木冖束
𬃮,⿰木费
𬃯,⿰枼主
𬃰,⿰木恚
𬃱,⿰枯旦
𬃲,⿰林页
𬃳,⿰木盐
𬃴,⿰木栢
𬃴,⿰林百
𬃵,⿰木⿱艹𠇔
𬃶,⿰木䒺
𬃷,⿱束束
𬃸,⿰木草
𬃹,⿰木荔
𬃺,⿰木⿱⺊囧
𬃻,⿰果吏
𬃼,⿰木恩
𬃽,⿰木𰇩
𬃾,⿰木荿
𬃿,⿱特木
𬄀,⿱⿰𣏐木大
𬄁,⿰木師
𬄁,⿰桘帀
𬄂,⿰梹阝
𬄂,⿰木𨛪
𬄃,⿰木矩
𬄄,⿰桘木
𬄅,⿰木𣵀
𬄆,⿰木桊
𬄇,⿰木⿱酉火
𬄈,⿰木匾
𬄉,⿰木軝
𬄉,⿰𣒞氏
𬄊,⿰木⿱者土
𬄋,⿰木⿱卝何
𬄌,⿰木𬜲
𬄍,⿰束侖
𬄎,⿰木敗
𬄎,⿰梖攵
𬄏,⿰木第
𬄐,⿰𣏐隹
𬄑,⿰木凰
𬄒,⿰木⿱𠂉鬼
𬄓,⿰木衮
𬄔,⿰木窓
𬄕,⿱淮木
𬄕,⿻準人
𬄖,⿰木⿱宀具
𬄗,⿰木組
𬄘,⿰木翌
𬄙,⿰木期
𬄙,⿰棋月
𬄚,⿰木惡
𬄛,⿰木㫷
𬄜,⿱林㐭
𬄝,⿰木項
𬄝,⿰杠頁
𬄞,⿱未猪
𬄟,⿰木菲
𬄠,⿰木萘
𬄡,⿰木萠
𬄢,⿰木歮
𬄣,⿰木景
𬄤,⿰木萁
𬄥,⿰木𠷰
𬄦,⿰木⿱𰀢見
𬄧,⿱御木
𬄨,⿰木渠
𬄩,⿱隐木
𬄪,⿰木媒
𬄪,⿰𪱴某
𬄫,⿰木屠
𬄬,⿰木献
𬄬,⿰楠犬
𬄭,⿰木遀
𬄮,⿰枯怛
𬄯,⿰木碁
𬄰,⿱林室
𬄱,⿰木𱽷
𬄲,⿰木葵
𬄳,⿰木𥂀
𬄴,⿰木𩶷
𬄵,⿰木舅
𬄶,⿰枋虽
𬄶,⿰木𭤽
𬄷,⿰柰柰
𬄸,⿰梀束
𬄸,⿰木𣗥
𬄹,⿰木𠃅
𬄺,⿰木夢
𬄻,⿰木⿱艹𭤶
𬄼,⿰木䟽
𬄽,⿰木⿱⺈買
𬄾,⿱火榮
𬄾,⿱焱𣎾
𬄿,⿰木⿱𦍌取
𬅀,⿰木辣
𬅀,⿰梓束
𬅁,⿰木頡
𬅁,⿰桔頁
𬅂,⿰枯悪
𬅃,⿱林⿰𠤕尤
𬅄,⿰未⿱成林
𬅅,⿰木⿳艹艹⿻半人
𬅆,⿰木⿳业十取
𬅇,⿰木⿱忠貝
𬅈,⿰木鄭
𬅈,⿰橂阝
𬅉,⿰木𬞕
𬅊,⿰木興
𬅋,⿰木薪
𬅌,⿰象⿱⿰匚コ木
𬅍,⿳⿲木缶木大手
𬅎,⿰木甑
𬅎,⿰橧瓦
𬅏,⿳⿰𪱴木冖𡬠
𬅐,⿱林疑
𬅑,⿰木薰
𬅒,⿰木⿱曲⿸厂𰤷
𬅓,⿰束磊
𬅔,⿳⿲木缶木冖即
𬅕,⿳⿰𣏐木罒𡬠
𬅖,⿳棥罒即
𬅗,⿰裏⿱木每
𬅘,⿳⿰𪱴木罒𡬠
𬅙,⿳棥罒郎
𬅚,⿰木籠
𬅛,⿱林麗
𬅜,⿳⿰木誅罒𡬠
𬅝,⿱欠廾
𬅝,⿱⺈𢌯
𬅞,⿰于欠
𬅟,⿱欠心
𬅟,⿱⺈𰐼
𬅠,⿰叴欠
𬅡,⿰册欠
𬅢,⿰夹欠
𬅣,⿰舟欠
𬅤,⿰甫欠
𬅥,⿰呙欠
𬅦,⿰孚欠
𬅧,⿰次目
𬅨,⿰⿱㞢口欠
𬅩,⿰者欠
𬅪,⿰庚欠
𬅫,⿰贲欠
𬅬,⿰⿱䒑𠮷欠
𬅭,⿰⿱士𠖀欠
𬅮,⿰㫫欠
𬅯,⿰⿳日𠙼丨欠
𬅰,⿰斝欠
𬅱,⿰番欠
𬅲,⿰𱋾欠
𬅳,⿰欲闷
𬅴,⿰⿱棥示欠
𬅵,⿰⿱⿴𦥑䇂𠂤欠
𬅶,⿱冂止
𬅶,⿱冖止
𬅷,⿱刀止
𬅸,⿱上止
𬅸,⿱⺊正
𬅹,⿱帀止
𬅺,⿱𣄼止
𬅺,⿱一𪰊
𬅻,⿱去止
𬅼,⿱朿止
𬅽,⿰𱐁止
𬅾,⿱辰止
𬅿,⿱此且
𬅿,⿱𦙼一
𬆀,⿱𣥖𠔼
𬆁,⿰𫭠兄
𬆂,⿱斩龰
𬆃,⿱正沛
𬆄,⿰正宜
𬆅,⿰尚正
𬆆,⿰歪卯
𬆇,⿰⿱止𬅶夭
𬆈,⿰正倘
𬆉,⿱斬龰
𬆊,⿰束𰙡
𬆋,⿱𣥖⿰午午
𬆌,⿱止靴
𬆍,⿱殸企
𬆎,⿰歳奴
𬆏,⿱止⿰止趾
𬆐,⿱𫭋𣥖
𬆑,⿰歹世
𬆒,⿰列⿱⺈丨
𬆓,⿱列井
𬆔,⿰歹朶
𬆕,⿱𭮁廾
𬆖,⿰歺作
𬆗,⿱台死
𬆘,⿰死安
𬆙,⿰歺鱼
𬆚,⿰歹录
𬆛,⿰歹𡿺
𬆜,⿰死碎
𬆝,⿰歹餐
𬆞,⿰殳亡
𬆟,⿰旡殳
𬆠,⿰少殳
𬆡,⿰灭殳
𬆢,⿰乍殳
𬆣,⿰⿱丿𡰥殳
𬆤,⿰朱殳
𬆥,⿰束殳
𬆦,⿰𰹲殳
𬆧,⿰告殳
𬆨,⿰隹殳
𬆩,⿰南殳
𬆪,⿰禹殳
𬆫,⿰⿳亠丷𬺻殳
𬆬,⿰癸殳
𬆭,⿹𣪊𡭕
𬆮,⿹𣪊鸟
𬆯,⿰⿳士冖多殳
𬆰,⿰⿱乂⿺者丶殳
𬆱,⿰⿱卯豆殳
𬆲,⿰⿳亠丷⿱冖豕殳
𬆳,⿰雍殳
𬆴,⿰⿱丰𠪩殳
𬆵,⿳㯤口殷
𬆶,⿸𠂇每
𬆷,⿰母叔
𬆸,⿰母禀
𬆹,⿰𠀬比
𬆺,⿰㲋比
𬆺,⿰𫧉匕
𬆻,⿰𬴘比
𬆼,⿺毛千
𬆽,⿺毛云
𬆾,⿰毛见
𬆿,⿺毛勿
𬇀,⿺毛旦
𬇁,⿺毛岑
𬇂,⿺毛音
𬇃,⿱铍毛
𬇄,⿰宾毛
𬇅,⿺毛區
𬇆,⿺毛堯
𬇇,⿰叠毛
𬇈,⿺毛⿱𱐍𠂭
𬇉,⿰氐刀
𬇊,⿰氏氏
𬇋,⿸户氏
𬇌,⿱氏可
𬇍,⿱交氏
𬇎,⿰𠯑𠯑
𬇏,⿹气木
𬇐,⿹气电
𬇑,⿺气朴
𬇒,⿺气原
𬇓,⿹气達
𬇔,⿰水工
𬇕,⿰氵万
𬇖,⿰氵口
𬇗,⿰氵弓
𬇘,⿰氵专
𬇙,⿰氵贝
𬇚,⿰氵幻
𬇛,⿰氵𠀕
𬇜,⿱水冭
𬇝,⿰氵⿳一八〢
𬇞,⿰氵丙
𬇟,⿰氵氷
𬇠,⿰氵成
𬇡,⿰氵⿱口𫶧
𬇢,⿰氵吁
𬇢,⿰𬇖于
𬇣,⿰氵𱜢
𬇤,⿰氵字
𬇥,⿰氵龹
𬇦,⿱龹水
𬇧,⿰江中
𬇨,⿰氵志
𬇩,⿰氵杜
𬇩,⿰沐土
𬇪,⿰沐亍
𬇫,⿰氵把
𬇬,⿰氵严
𬇭,⿰沙下
𬇮,⿰没亡
𬇮,⿰氵𬆞
𬇯,⿰氵判
𬇯,⿰泮刂
𬇰,⿰氵闷
𬇱,⿰氵呇
𬇲,⿰氵𣏉
𬇳,⿸𱥱斤
𬇴,⿰氵局
𬇵,⿰氵⿱正与
𬇶,⿰求先
𬇷,⿰氵杳
𬇸,⿰污本
𬇸,⿰氵𠄯
𬇹,⿰氵国
𬇺,⿰氵凮
𬇻,⿱⿰白子水
𬇼,⿰氵枭
𬇽,⿰氵肩
𬇽,⿸沪⺼
𬇾,⿰永克
𬇿,⿰氵𠧦
𬈀,⿰氵⿱文月
𬈁,⿰氵单
𬈂,⿰氵孟
𬈃,⿰氵⿱⿻
𬈃,又丷丰
𬈄,⿱𭚫水
𬈅,⿰法中
𬈆,⿰氵勅
𬈆,⿰涑力
𬈇,⿰氵⿱丙木
𬈈,⿰汫正
𬈉,⿰氵垢
𬈉,⿰汢后
𬈊,⿰氵𣄰
𬈊,⿰𣲪可
𬈋,⿰氵𪾋
𬈌,⿰氵⿱日句
𬈍,⿰氵𦥚
𬈎,⿰氵科
𬈎,⿰𣲲斗
𬈏,⿰氵笃
𬈐,⿰氵⿱㓁目
𬈑,⿰氵⿱冝八
𬈒,⿰氵冟
𬈓,⿰沈尼
𬈔,⿰氵畓
𬈕,⿰氵费
𬈖,⿲氵𫠩阝
𬈗,⿰氵挼
𬈘,⿰氵㳟
𬈙,⿰氵𥘿
𬈚,⿰清了
𬈛,⿰水原
𬈜,⿰氵⿱卝𠕽
𬈝,⿰氵⿱亼⿰月〣
𬈞,⿺洗心
𬈟,⿰氵⿳亠儿衣
𬈠,⿰氵畗
𬈡,⿱𡨄水
𬈢,⿰泣卯
𬈣,⿰氵竞
𬈤,⿰泥生
𬈥,⿰氵彬
𬈥,⿰淋彡
𬈥,⿰沐杉
𬈦,⿰氵厠
𬈧,⿰氵啬
𬈨,⿰氵圈
𬈩,⿰氵莆
𬈪,⿰氵⿱罒早
𬈫,⿰氵得
𬈬,⿰氵𢚩
𬈭,⿰氵動
𬈭,⿰湩力
𬈮,⿰氵堃
𬈯,⿰氵⿱㓁告
𬈰,⿱流止
𬈱,⿰氵颇
𬈱,⿰波页
𬈲,⿰氵琪
𬈲,⿰汪其
𬈳,⿰氵雯
𬈴,⿰清中
𬈵,⿰氵⿱卝匊
𬈶,⿰氵紫
𬈷,⿰氵棠
𬈸,⿰氵菩
𬈹,⿰氵⿱夭金
𬈺,⿰氵悲
𬈻,⿰浩白
𬈻,⿰氵𬐊
𬈼,⿰氵傕
𬈽,⿰浮平
𬈾,⿰活页
𬈾,⿰氵𬱠
𬈿,⿰氵𡨴
𬉀,⿰氵旑
𬉀,⿰汸奇
𬉁,⿰氵蛮
𬉂,⿰氵粪
𬉃,⿰氵⿱䇂𠂤
𬉄,⿰氵⿳宀王罒
𬉅,⿰⿱䇂𠂤水
𬉆,⿰氵屡
𬉆,⿸𱥱娄
𬉇,⿰氵𰭢
𬉈,⿰氵𬯻
𬉉,⿰氵盞
𬉊,⿰氵聖
𬉋,⿰氵遗
𬉌,⿰氵嗔
𬉌,⿰𬇖真
𬉍,⿰氵嵟
𬉎,⿰氵腫
𬉎,⿰㳉重
𬉏,⿰氵颓
𬉏,⿰𰛯页
𬉐,⿰没頁
𬉑,⿰氵⿱亡⿰⺼㚨
𬉒,⿰氵煌
𬉒,⿰𣲧皇
𬉓,⿰氵𧶐
𬉔,⿰氵蓁
𬉕,⿰氵毓
𬉕,⿰海㐬
𬉖,⿱㲋泉
𬉗,⿰氵蜜
𬉘,⿰滂攵
𬉙,⿰泣苗
𬉚,⿰泥星
𬉛,⿰氵⿴囗萈
𬉜,⿰氵膚
𬉝,⿰溪外
𬉞,⿰氵⿱水㒼
𬉟,⿱横水
𬉠,⿰氵𬞕
𬉡,⿰氵蕊
𬉢,⿰氵戰
𬉢,⿰潬戈
𬉣,⿰氵餘
𬉤,⿰氵篤
𬉥,⿰氵𦒋
𬉥,⿰𣶃𦏾
𬉦,⿰氵𪟺
𬉦,⿰𣶃俞
𬉧,⿰氵韓
𬉧,⿰𣶃韋
𬉨,⿱量泉
𬉩,⿰氵⿵𣎆爻
𬉪,⿱溺对
𬉫,⿰氵⿳𠫓罒⿰⺼㚨
𬉬,⿰氵竄
𬉭,⿰氵璧
𬉮,⿰氵霧
𬉯,⿱緐泉
𬉰,⿰淺農
𬉱,⿱𬪰泉
𬉲,⿰氵鑾
𬉳,⿰氵鸞
𬉴,⿰火寸
𬉵,⿱大灬
𬉶,⿱于火
𬉷,⿰火上
𬉸,⿱火口
𬉹,⿱夕火
𬉺,⿰火己
𬉻,⿹丐灬
𬉼,⿰火区
𬉽,⿰火𡴯
𬉾,⿰火丹
𬉿,⿱爫火
𬊀,⿰火方
𬊁,⿰火冉
𬊂,⿰火刍
𬊃,⿰火朿
𬊄,⿰火𫥞
𬊅,⿰火⿱乃㣺
𬊆,⿰火𫹭
𬊇,⿱炏乂
𬊈,⿰火寻
𬊉,⿰火达
𬊊,⿰火弄
𬊋,⿰火求
𬊌,⿰火志
𬊍,⿰火寿
𬊎,⿰火贡
𬊏,⿱旳灬
𬊐,⿰卢灰
𬊑,⿰火串
𬊒,⿰火呈
𬊓,⿸丿⿶⿰丿⿳𠃍𠃍⿹𠃌灬⺀
𬊔,⿰火秀
𬊕,⿰火免
𬊖,⿰火闵
𬊗,⿰火斩
𬊘,⿱昍灬
𬊙,⿱易灬
𬊚,⿱明灬
𬊛,⿱易火
𬊜,⿰火罗
𬊝,⿰火金
𬊞,⿱侎灬
𬊟,⿳⺈𫩏灳
𬊠,⿰火凭
𬊡,⿰火忽
𬊢,⿰火闹
𬊣,⿰火京
𬊤,⿰火单
𬊥,⿰火㐭
𬊦,⿰炎见
𬊧,⿱京灬
𬊨,⿰火弩
𬊩,⿰火查
𬊪,⿱頁火
𬊫,⿱𫦪灬
𬊬,⿰火点
𬊭,⿰火显
𬊮,⿰火盾
𬊯,⿰火笃
𬊰,⿰火彦
𬊱,⿰火帝
𬊲,⿱砧灬
𬊳,⿰火草
𬊴,⿰畑北
𬊵,⿰火党
𬊶,⿰火监
𬊷,⿰火𭮫
𬊸,⿰火⿱白立
𬊹,⿱⿰刍失灬
𬊺,⿰火爱
𬊻,⿱㿟火
𬊼,⿰火衮
𬊽,⿰灵声
𬊾,⿱难灬
𬊿,⿰火連
𬋀,⿱⿰耳巨火
𬋁,⿰火⿱𣦼木
𬋂,⿰火得
𬋃,⿰火敛
𬋃,⿰𤈷攵
𬋄,⿰火𢇇
𬋅,⿰火惠
𬋆,⿰煉⿱⺈丨
𬋇,⿱聑火
𬋈,⿱椎灬
𬋉,⿰火黹
𬋊,⿰火舜
𬋋,⿰火富
𬋌,⿰火⿱𦍌𧰨
𬋍,⿰火赖
𬋎,⿳苎𡖅灬
𬋏,⿰火歇
𬋏,⿰㷎欠
𬋐,⿱歃灬
𬋑,⿱賏火
𬋒,⿱⿲亻⿻𡈼⿱⿴囗丷一力灬
𬋓,⿰⿱𱼀臼炎
𬋔,⿰火辳
𬋕,⿱醀灬
𬋖,⿱艹𭵴
𬋖,⿱蓻火
𬋗,⿰炮席
𬋘,⿰𬉹尞
𬋙,⿰火興
𬋚,⿰炮悉
𬋛,⿰火衡
𬋜,⿰火𮥿
𬋝,⿱㣈火
𬋞,⿰火麗
𬋟,⿰火⿳日冖𱔞
𬋠,⿱譶火
𬋡,⿱𦥯𤍾
𬋡,⿱𡚣火
𬋢,⿱⿰禾⿱⺈⿹⿻
𬋢,⿺乚⿴
𬋢,丨𠃍一
𬋢,丨𠃍一一
𬋢,𰀄火
𬋣,⿱𪛈火
𬋤,⿸⿺𠂆冗⿰丨㇂
𬋥,⿱爫𠬛
𬋦,⿰爪只
𬋧,⿱爫衣
𬋨,⿰争丁
𬋩,⿳爫冖㠯
𬋩,⿳丿𰃮㠯
𬋪,⿳爫冖⿱一友
𬋫,⿰爰⿱⺈丨
𬋬,⿺爪周
𬋭,⿱爫看
𬋮,⿰受正
𬋯,⿳爫𠤻又
𬋰,⿺笔爪
𬋱,⿰爲⿱⺈丨
𬋲,⿺乳巫
𬋳,⿰爪報
𬋴,⿳爫冖⿱乂⿰又虍
𬋵,⿱爫䖒
𬋶,⿰𤔔册
𬋷,⿱爫罸
𬋸,⿰⿳爫幺又寒
𬋹,⿰𤔔𥩮
𬋺,⿰爵昜
𬋻,⿱父大
𬋼,⿰父羕
𬋽,⿰廌爻
𬋾,⿰⿱⿲丶丨リ爾犮
𬋿,⿰爿歺
𬌀,⿰爿付
𬌁,⿰爿立
𬌂,⿰爿圼
𬌃,⿰爿東
𬌄,⿰爿⿷匚羊
𬌅,⿰爿⿱土田
𬌆,⿰爿𣥜
𬌇,⿰爿𪜹
𬌈,⿰爿⿱爫巿
𬌉,⿰爿⿳爫巿又
𬌊,⿰爿⿱𱰭口
𬌋,⿱𤕰其
𬌌,⿰爿番
𬌍,⿰爿⿱兔⺝
𬌎,⿰⿱爿口眾
𬌏,⿰爿賣
𬌐,⿰爿興
𬌑,⿰爿⿳𠮛鬲廾
𬌒,⿱将且
𬌓,⿰片心
𬌔,⿱片心
𬌕,⿰片体
𬌖,⿰藥片
𬌗,⿰牙合
𬌘,⿰牙峩
𬌙,⿰牛八
𬌚,⿰牛大
𬌛,⿱𰀡牛
𬌜,⿰牛少
𬌝,⿰牛刍
𬌞,⿰牛吕
𬌟,⿳亠丷⿱冖牛
𬌠,⿰牛时
𬌡,⿰牛果
𬌢,⿱乳牛
𬌣,⿰特⿱⺈丨
𬌤,⿰牛昜
𬌥,⿰牛娄
𬌦,⿰牛時
𬌧,⿰牛剛
𬌧,⿰犅刂
𬌨,⿰牛⿱角火
𬌩,⿰犭丶
𬌪,⿱犬廾
𬌪,⿺㚏丶
𬌫,⿰犭么
𬌬,⿰犭左
𬌭,⿰犭民
𬌮,⿰犭尧
𬌯,⿰犭耳
𬌰,⿰犬𠂢
𬌱,⿰犭闭
𬌲,⿰犭酉
𬌳,⿰⿱开土犬
𬌴,⿰犭灵
𬌵,⿰犭连
𬌶,⿰犭或
𬌷,⿰犭参
𬌸,⿰犭春
𬌹,⿰犭南
𬌺,⿰犭昜
𬌻,⿰犭負
𬌼,⿰犭⿱刀男
𬌽,⿰犭辱
𬌽,⿸𪺼寸
𬌾,⿱𣬉犬
𬌿,⿰犭旁
𬍀,⿰犭⿳亠龷𧘇
𬍁,⿰犭連
𬍂,⿰犭𦤎
𬍃,⿰犭着
𬍃,⿸𦍕目
𬍄,⿰犭麻
𬍄,⿸犷林
𬍅,⿰犭寅
𬍆,⿰猪文
𬍇,⿰犭無
𬍈,⿱丙⿰犬㹜
𬍉,⿰狗𢼂
𬍊,⿰⿱臼言犬
𬍋,⿱與犬
𬍌,⿰狗哭
𬍍,⿰猪南
𬍎,⿰猪農
