zi,chaizi
𫨓,⿸厂⿱口邑
𫨔,⿸厂埀
𫨕,⿸厂般
𫨖,⿸厂⿰肴刂
𫨗,⿸厂𡥨
𫨘,⿸厂𫪡
𫨙,⿸厂⿰⿳爫幺又入
𫨚,⿸厂部
𫨛,⿸厂絅
𫨜,⿸厂飲
𫨝,⿸厂⿱哀巾
𫨞,⿸厂⿱𣥤止
𫨟,⿸厂孴
𫨠,⿸厂墉
𫨡,⿸厂雐
𫨢,⿸厂⿰⿱幺⺝⿷⿺
𫨣,⿸厂𬴘
𫨤,⿸𠩵晋
𫨥,⿰厭氣
𫨦,⿰厶卜
𫨧,⿰⿱厶女⿹𠃌一
𫨨,⿺更厶
𫨩,⿰台𫧇
𫨪,⿰⿱厶女司
𫨫,⿰厶貞
𫨬,⿰去來
𫨭,⿰去易
𫨮,⿰去舍
𫨯,⿰去悲
𫨰,⿰悲去
𫨱,⿱⿰菐菐去
𫨲,⿰丂又
𫨳,⿰丹又
𫨴,⿰未又
𫨵,⿱戊又
𫨶,⿰且又
𫨷,⿰白又
𫨸,⿰矢又
𫨹,⿱双匹
𫨺,⿰志又
𫨻,⿰𡰥殳
𫨼,⿰⿷匚⿱个个又
𫨽,⿰東又
𫨾,⿰厓又
𫨿,⿰享又
𫩀,⿰柰又
𫩁,⿰⿳⿵⿰丿𠃍丶一⿱𠂊巾又
𫩂,⿰亯又
𫩃,⿲𠂈皀又
𫩄,⿱叀𠬞
𫩅,⿱双卒
𫩆,⿱理又
𫩇,⿰⿱隹子又
𫩈,⿰𢛳又
𫩉,⿺礼取
𫩊,⿰⿱尹⿻串人又
𫩋,⿰𮮠犮
𫩌,⿱䣈又
𫩍,⿰反雷
𫩎,⿱論又
𫩏,⿴囗丨
𫩐,⿰口丂
𫩑,⿱丆口
𫩒,⿰口巾
𫩓,⿰口凢
𫩔,⿰口亡
𫩕,⿰口广
𫩖,⿰口门
𫩗,⿰口叉
𫩘,⿰口中
𫩙,⿻乚吕
𫩚,⿰口冈
𫩛,⿰口从
𫩜,⿰口爪
𫩝,⿰口之
𫩞,⿰台⿹𠃌一
𫩟,⿰口巧
𫩠,⿱龸口
𫩡,⿰口北
𫩢,⿰口史
𫩣,⿱央口
𫩤,⿰口业
𫩥,⿰口旧
𫩦,⿰口𠕄
𫩧,⿱令口
𫩨,⿱夗口
𫩩,⿰口刍
𫩪,⿰口兰
𫩫,⿰口厌
𫩬,⿱㓞口
𫩭,⿰口早
𫩮,⿰口虫
𫩯,⿰口岂
𫩰,⿰口⿱𠂉斗
𫩱,⿰口先
𫩲,⿱口后
𫩳,⿰口伪
𫩴,⿰口朶
𫩵,⿱口礼
𫩶,⿱礼口
𫩷,⿰口㐫
𫩸,⿰口边
𫩹,⿰口糸
𫩺,⿰口尽
𫩻,⿱劦口
𫩼,⿱孖口
𫩽,⿰口抗
𫩾,⿰口扳
𫩿,⿰口⿱打入
𫪀,⿰口过
𫪁,⿰口来
𫪂,⿰口严
𫪃,⿰口丽
𫪄,⿰口坚
𫪅,⿰口时
𫪆,⿰口甹
𫪇,⿰口㞷
𫪈,⿰口系
𫪉,⿰只只
𫪊,⿱史史
𫪋,⿱我口
𫪌,⿰口沉
𫪍,⿰口沁
𫪎,⿰口快
𫪏,⿰口沕
𫪐,⿰口局
𫪑,⿰吇贝
𫪒,⿰口板
𫪓,⿰口靣
𫪔,⿰古死
𫪕,⿰号先
𫪖,⿰口𡘆
𫪗,⿰口武
𫪘,⿰口欧
𫪙,⿱⿰丰丰口
𫪚,⿰口斩
𫪛,⿰口長
𫪜,⿰口芩
𫪝,⿰口芬
𫪞,⿰口⿱甲口
𫪟,⿱吅𠮣
𫪠,⿳吅冖尸
𫪡,⿱吅𠕁
𫪢,⿰口侒
𫪣,⿰后仕
𫪤,⿰口券
𫪥,⿰口侈
𫪦,⿰口知
𫪧,⿰口枭
𫪨,⿰兄光
𫪩,⿱只有
𫪪,⿰口质
𫪫,⿰只有
𫪬,⿰口泠
𫪭,⿰口底
𫪮,⿱㐭口
𫪯,⿰口𬎾
𫪰,⿰口姆
𫪱,⿰口耍
𫪲,⿰口柄
𫪳,⿰口⿱左⺝
𫪴,⿰口泵
𫪵,⿰口拱
𫪶,⿰口挖
𫪷,⿰口𢬊
𫪸,⿰吾四
𫪹,⿰弄古
𫪺,⿰口带
𫪻,⿰口⿱山虫
𫪼,⿰口迫
𫪽,⿰口钦
𫪾,⿰口𦍑
𫪿,⿰口𣴓
𫫀,⿰口奇
𫫁,⿰口飛
𫫂,⿰口孩
𫫃,⿰口挨
𫫄,⿰口挾
𫫅,⿰口鬥
𫫆,⿰口𮩸
𫫇,⿰口恶
𫫈,⿰步合
𫫉,⿰口缼
𫫊,⿰口隻
𫫋,⿰口冧
𫫌,⿰咅召
𫫍,⿰口窅
𫫎,⿱𬊇口
𫫏,⿰口烦
𫫐,⿱浪口
𫫑,⿰另卒
𫫒,⿰口書
𫫓,⿰口掂
𫫔,⿰口掛
𫫕,⿰口梃
𫫖,⿰口悪
𫫗,⿰口覔
𫫘,⿰否否
𫫙,⿰口欵
𫫚,⿰口莟
𫫛,⿰口莤
𫫜,⿰口猜
𫫝,⿰口𥬝
𫫞,⿰舌念
𫫟,⿰口透
𫫠,⿰口宿
𫫡,⿰口庵
𫫢,⿰口被
𫫣,⿰口牽
𫫤,⿰口啟
𫫥,⿰口淙
𫫦,⿰口阎
𫫧,⿰口張
𫫨,⿰口斑
𫫩,⿰口琼
𫫪,⿱𪿟口
𫫫,⿰口𱘤
𫫬,⿰口款
𫫭,⿰口開
𫫮,⿰口掌
𫫯,⿰口猫
𫫰,⿰口舜
𫫱,⿰口⿱⿰𱼀又虫
𫫲,⿰口鈍
𫫳,⿰口窙
𫫴,⿰口統
𫫵,⿰口屡
𫫶,⿰口㨨
𫫷,⿰口盞
𫫸,⿱靴口
𫫹,⿰吞彦
𫫺,⿰口聘
𫫻,⿰口萱
𫫼,⿰口罨
𫫽,⿰睿圣
𫫾,⿰口频
𫫿,⿰口鈴
𫬀,⿰口躲
𫬁,⿱⿴𦥑与夻
𫬂,⿰口溜
𫬃,⿰口話
𫬄,⿰口㐮
𫬅,⿱廌口
𫬆,⿰口煩
𫬇,⿰口駁
𫬈,⿰口摷
𫬉,⿰口蒯
𫬊,⿰員⿸𡰣⿹𠃌口
𫬋,⿱吅鬲
𫬌,⿳吅冖㲋
𫬍,⿰口裴
𫬎,⿰舌离
𫬏,⿰口廖
𫬐,⿰口赛
𫬑,⿰召爲
𫬒,⿰口撒
𫬓,⿰口撈
𫬔,⿱喆𦬅
𫬕,⿱呆猪
𫬖,⿰口賬
𫬗,⿰口蝦
𫬘,⿰口罷
𫬙,⿰员衮
𫬚,⿰鳴攵
𫬛,⿰口諄
𫬜,⿰口擒
𫬝,⿰口霎
𫬞,⿰口醒
𫬟,⿰口颠
𫬠,⿰口覧
𫬡,⿰員英
𫬢,⿰哭咼
𫬣,⿰哭眇
𫬤,⿰口膩
𫬥,⿰口穌
𫬦,⿰口儔
𫬧,⿰口篩
𫬨,⿰口罃
𫬩,⿰商奔
𫬪,⿰吝粦
𫬫,⿱㣈口
𫬬,⿰口擠
𫬭,⿰口轄
𫬮,⿰吾碎
𫬯,⿳⿲⿺𠃊二⿱古八⿹勹丿人⿸𠂆⿻㇂二
𫬰,⿳吅冖象
𫬱,⿰口邁
𫬲,⿳吅虎吅
𫬳,⿱⿰禾哀合
𫬴,⿳⿴𦥑林冖口
𫬵,⿰口濟
𫬶,⿰口擸
𫬷,⿰口騎
𫬸,⿰喜畐
𫬹,⿰口璽
𫬺,⿰口警
𫬻,⿰口矍
𫬼,⿰口觸
𫬽,⿲吕𤔔吕
𫬾,⿰口鐵
𫬿,⿰口鶯
𫭀,⿰口鑒
𫭁,⿰口靂
𫭂,⿴囗十
𫭃,⿴囗冘
𫭄,⿱龴⿴囗匕
𫭅,⿴囗払
𫭆,⿴囗未
𫭇,⿴囗存
𫭈,⿴囗旬
𫭉,⿴囗含
𫭊,⿴囗宏
𫭋,⿴囗𣥖
𫭌,⿴囗臾
𫭍,⿴囗昜
𫭎,⿴囗禹
𫭏,⿴囗音
𫭐,⿰回吕
𫭑,⿴囗麥
𫭒,⿴囗⿳䒑小⿵𦉪冂
𫭓,⿴囗貈
𫭔,⿰国若
𫭕,⿰侖圓
𫭖,⿰土乙
𫭗,⿰土八
𫭘,⿰土卩
𫭙,⿰土口
𫭚,⿰土小
𫭛,⿰土天
𫭜,⿰土卅
𫭝,⿰土夫
𫭞,⿰土专
𫭟,⿰土区
𫭠,⿱止土
𫭡,⿰土片
𫭢,⿰土仑
𫭣,⿱⿻⿰丿丿⺀土
𫭤,⿰土丮
𫭥,⿰土未
𫭦,⿰土另
𫭧,⿰土孕
𫭨,⿰土发
𫭩,⿱地土
𫭪,⿰土尧
𫭫,⿰土式
𫭬,⿱⺊里
𫭭,⿰土曲
𫭮,⿰土则
𫭯,⿰土寻
𫭰,⿰土志
𫭱,⿰土𮕜
𫭲,⿰土严
𫭳,⿰圭丮
𫭴,⿱利土
𫭵,⿰土忸
𫭶,⿱冷土
𫭷,⿰土言
𫭸,⿰土亨
𫭹,⿱那土
𫭺,⿰土⿸尸圡
𫭻,⿱圮心
𫭼,⿰土劳
𫭽,⿰土罗
𫭾,⿰土金
𫭿,⿰坐𫧇
𫮀,⿰土周
𫮁,⿰土宗
𫮂,⿰土庙
𫮃,⿰土单
𫮄,⿱阿土
𫮅,⿰土参
𫮆,⿰土故
𫮇,⿰土⿱石从
𫮈,⿰土厘
𫮉,⿰士苹
𫮊,⿰土爰
𫮋,⿰外坐
𫮌,⿰土亮
𫮍,⿰土奇
𫮎,⿰土亰
𫮏,⿱派土
𫮐,⿰土首
𫮑,⿰土建
𫮒,⿰土破
𫮓,⿰土彧
𫮔,⿰土秦
𫮕,⿰土晟
𫮖,⿰土島
𫮗,⿰土朕
𫮘,⿱土⿰隹刂
𫮙,⿰土倗
𫮚,⿰土冧
𫮛,⿱埶土
𫮜,⿱𪺽土
𫮝,⿰土莆
𫮞,⿰土崑
𫮟,⿱欲土
𫮠,⿰土盘
𫮡,⿰土淡
𫮢,⿰土通
𫮣,⿱取坐
𫮤,⿱𮏝土
𫮥,⿰堆及
𫮦,⿰土悲
𫮧,⿰土象
𫮨,⿰土等
𫮩,⿱⿴𦥑⿻
𫮪,⿰土窝
𫮫,⿰土絭
𫮬,⿰土强
𫮭,⿰堇可
𫮮,⿰土萬
𫮯,⿱傳土
𫮰,⿰土嗇
𫮱,⿰基年
𫮲,⿰土墓
𫮳,⿱䣈土
𫮴,⿰土榮
𫮵,⿰土⿸尿舛
𫮶,⿰土⿱⿻土吅回
𫮷,⿰埋咅
𫮸,⿱緾土
𫮹,⿰土𦼔
𫮺,⿱𰶖土
𫮻,⿱豫土
𫮼,⿰土遲
𫮽,⿰土薔
𫮾,⿰土𦾔
𫮿,⿰土𫶝
𫯀,⿱蟲土
𫯁,⿳士冖𠮛
𫯂,⿳士冖⿱一子
𫯃,⿳士冖⿱田龰
𫯄,⿱⿰方方⿰士士
𫯅,⿰声弩
𫯆,⿰𱏵声
𫯇,⿰声達
𫯈,⿰壹容
𫯉,⿰壺𠦪
𫯊,⿰某务
𫯋,⿱每夂
𫯌,⿳亠业夊
𫯍,⿰多丁
𫯎,⿰夂每
𫯏,⿰夷外
𫯐,⿰多本
𫯑,⿰甚夕
𫯒,⿰多农
𫯓,⿰來多
𫯔,⿰其多
𫯕,⿰辱外
𫯖,⿰多送
𫯗,⿱多涓
𫯘,⿰其⿱夕多
𫯙,⿰多𠔳
𫯚,⿰多囊
𫯛,⿸𠂆乀一
𫯜,⿱大巾
𫯝,⿱上天
𫯞,⿱大中
𫯟,⿳大丷丅
𫯠,⿱𡗗㐄
𫯡,⿰大平
𫯢,⿰大戉
𫯣,⿰夺于
𫯤,⿰夫古
𫯥,⿱大岁
𫯦,⿱大豕
𫯧,⿱大作
𫯨,⿺尾天
𫯩,⿰奔天
𫯪,⿳大𡗗夫
𫯫,⿰大畐
𫯬,⿰天昆
𫯭,⿱大昜
𫯮,⿱大顺
𫯯,⿰⿱𡗜丂包
𫯰,⿰夫重
𫯱,⿳⺊𭁨大
𫯲,⿱助夷
𫯳,⿰重夫
𫯴,⿰大圅
𫯵,⿱大部
𫯶,⿱大渊
𫯷,⿰屰𫯢
𫯸,⿱天窓
𫯹,⿱⿰𱣁木大
𫯺,⿱聑大
𫯻,⿱大嵗
𫯼,⿰大絲
𫯽,⿰奇者
𫯾,⿰套合
𫯿,⿰夫開
𫰀,⿱⿲幺車幺大
𫰁,⿱旗大
𫰂,⿰奢单
𫰃,⿰夾業
𫰄,⿰奚哥
𫰅,⿱蘇大
𫰆,⿰女乙
𫰇,⿰女厶
𫰈,⿰女下
𫰉,⿰女凡
𫰊,⿱巛女
𫰋,⿰女犬
𫰌,⿰女五
𫰍,⿰女韦
𫰎,⿰女牙
𫰏,⿱女止
𫰐,⿱𰀡女
𫰑,⿰女欠
𫰒,⿰女月
𫰓,⿰女卆
𫰔,⿰女牛
𫰕,⿰女仍
𫰖,⿰女水
𫰗,⿳一⿻〢冖女
𫰘,⿰女刋
𫰙,⿰女仟
𫰚,⿰女𠮢
𫰛,⿰女𢀖
𫰜,⿰女㚐
𫰝,⿰女再
𫰞,⿰女列
𫰟,⿰女⿴互一
𫰠,⿰女当
𫰡,⿰女华
𫰢,⿰女会
𫰣,⿰女礼
𫰤,⿰女米
𫰥,⿱⿰文又女
𫰦,⿰女守
𫰧,⿰女羊
𫰨,⿰女买
𫰩,⿰女⿻亅⿳凵一八
𫰪,⿰女孝
𫰫,⿰女亜
𫰬,⿰女杠
𫰭,⿰女赤
𫰮,⿰女⿱艹尸
𫰯,⿰女困
𫰰,⿰女佥
𫰱,⿱⿰仌口女
𫰲,⿺免女
𫰳,⿰女亨
𫰴,⿰女牢
𫰵,⿺尾女
𫰶,⿱𫩞女
𫰷,⿱披女
𫰸,⿰奸卯
𫰹,⿱规女
𫰺,⿰女雨
𫰻,⿰女罔
𫰼,⿰女芸
𫰽,⿰女⿱从龰
𫰾,⿰女金
𫰿,⿰女𫂱
𫱀,⿰女匋
𫱁,⿰女念
𫱂,⿰女函
𫱃,⿱𭘍女
𫱄,⿰女⿱右月
𫱅,⿰奸合
𫱆,⿰女畐
𫱇,⿰女𧴦
𫱈,⿰女茇
𫱉,⿰女背
𫱊,⿰女曷
𫱋,⿰女拜
𫱌,⿰女冠
𫱍,⿰女亮
𫱎,⿰女𦍑
𫱏,⿰妄共
𫱐,⿰女羿
𫱑,⿰女砭
𫱒,⿱林𠕷
𫱓,⿰女配
𫱔,⿰女恭
𫱕,⿰女监
𫱖,⿱如何
𫱗,⿰女拿
𫱘,⿰女⿱爫糸
𫱙,⿰女𠲯
𫱚,⿰女紊
𫱛,⿰女恙
𫱜,⿰女宫
𫱝,⿰女恣
𫱞,⿰女难
𫱟,⿰女規
𫱠,⿰女𨳐
𫱡,⿰女莊
𫱢,⿰女𰿚
𫱣,⿰女國
𫱤,⿰秉妄
𫱥,⿱𣪘女
𫱦,⿰女𰚋
𫱧,⿰娧少
𫱨,⿰女商
𫱩,⿱奴度
𫱪,⿰好尚
𫱫,⿰女細
𫱬,⿰姑尾
𫱭,⿰女雯
𫱮,⿰女惠
𫱯,⿰女皕
𫱰,⿰女萄
𫱱,⿰女⿱业⿻⺌𦉫
𫱲,⿱𫤝女
𫱳,⿰女鈞
𫱴,⿱⿴𦥑目女
𫱵,⿰女尊
𫱶,⿱矟女
𫱷,⿰女肅
𫱸,⿰奸泰
𫱹,⿰女裘
𫱺,⿰女鼓
𫱻,⿰女敬
𫱼,⿰女粲
𫱽,⿰女萱
𫱾,⿰女圓
𫱿,⿱𮯙女
𫲀,⿱塍女
𫲁,⿰女祼
𫲂,⿰女⿱龹貝
𫲃,⿰女禀
𫲄,⿰女⿳宀㕣禸
𫲅,⿱爾女
𫲆,⿰女疑
𫲇,⿰女蓉
𫲈,⿰女敳
𫲉,⿰女鳳
𫲊,⿰女熏
𫲋,⿰女廖
𫲌,⿱⿰㣇聿女
𫲍,⿰女暮
𫲎,⿰女慕
𫲏,⿰女蔓
𫲐,⿰女賞
𫲑,⿲女舟柔
𫲒,⿰女𬴘
𫲓,⿳亡罒⿰⺼㚨
𫲔,⿰女蕉
𫲕,⿱辥女
𫲖,⿱嶭女
𫲗,⿰女赞
𫲘,⿰女龍
𫲙,⿰女隨
𫲚,⿰女霝
𫲛,⿰女薇
𫲜,⿱𧰷娄
𫲝,⿰女藍
𫲞,⿰女曡
𫲟,⿰女龏
𫲠,⿰女𪠛
𫲡,⿰子又
𫲢,⿰子句
𫲣,⿱㓜子
𫲤,⿰召子
𫲥,⿰子曳
𫲦,⿰子兑
𫲧,⿰子金
𫲨,⿰妾子
𫲩,⿰若子
𫲪,⿱幽子
𫲫,⿱⿰隹又子
𫲬,⿰孕者
𫲭,⿰子竟
𫲮,⿰子冨
𫲯,⿱⿴𦥑⿱亠口子
𫲰,⿰召孫
𫲱,⿱嗣子
𫲲,⿱⿰𠂤辛子
𫲳,⿰存群
𫲴,⿰子蘭
𫲵,⿱宀土
𫲶,⿱宀刃
𫲷,⿱宀夫
𫲸,⿱宀丰
𫲹,⿱宀中
𫲺,⿱宀止
𫲻,⿱宀乌
𫲼,⿱宀及
𫲽,⿱宀心
𫲾,⿱宀𠮣
𫲿,⿱宀立
𫳀,⿱宀幼
𫳁,⿱宀㞭
𫳂,⿱㝉由
𫳃,⿱宀亚
𫳄,⿳宀宀巳
𫳅,⿱宀羊
𫳆,⿱宀弜
𫳇,⿳宀丅⿱口丄
𫳈,⿱宀𭎃
𫳉,⿱宀𫻨
𫳊,⿱宀𫭠
𫳋,⿱宀廷
𫳌,⿱宀佑
𫳍,⿳宀𭕄木
𫳎,⿱宀㳄
𫳏,⿱宀⿰屮丮
𫳐,⿱宀幸
𫳑,⿱宀奄
𫳒,⿱宀東
𫳓,⿱宫又
𫳔,⿱宀虎
𫳕,⿱宀朋
𫳖,⿱宀㐭
𫳗,⿱宀𱰭
𫳘,⿰字宁
𫳙,⿱宀𡛼
𫳚,⿱宀珍
𫳛,⿱宀𦔻
𫳜,⿱宀頁
𫳝,⿱宀苗
𫳞,⿱宀昜
𫳟,⿱宀耑
𫳠,⿱宀𥘪
𫳡,⿱宓火
𫳢,⿱宩口
𫳣,⿱宀姦
𫳤,⿱𡧆𥃦
𫳥,⿳宀丅⿻𧾷一
𫳦,⿱宀𨛡
𫳧,⿱宀員
𫳨,⿱宀⿰皃阝
𫳩,⿱宀⿰彳告
𫳪,⿱宀殷
𫳫,⿱宀祜
𫳬,⿱𫲽再
𫳭,⿱宀竜
𫳮,⿱宀⿰女𠬶
𫳯,⿱宀彗
𫳰,⿱宀球
𫳱,⿱宀堇
𫳲,⿱宜糸
𫳳,⿱宀晨
𫳴,⿱宀𫾶
𫳵,⿰牢何
𫳶,⿰害丮
𫳷,⿱宀𣪘
𫳸,⿱宀⿰舌兄
𫳹,⿰密兀
𫳺,⿱宀淑
𫳻,⿱宀將
𫳼,⿱宀𨟻
𫳽,⿳宀王玨
𫳾,⿱寅心
𫳿,⿱宀⿰丰或
𫴀,⿱宀⿰車矛
𫴁,⿱宀⿰⿱米又元
𫴂,⿳宀王⿱罒夫
𫴃,⿱寅皿
𫴄,⿱宀⿰垔攵
𫴅,⿱宀𰢅
𫴆,⿱宀萬
𫴇,⿰寂永
𫴈,⿱宀𬆪
𫴉,⿳宀爫頁
𫴊,⿱宀⿰亻⿱𫲸火
𫴋,⿺𫳭下
𫴌,⿱宀義
𫴍,⿱宀煙
𫴎,⿱宀辟
𫴏,⿱宀⿰丞見
𫴐,⿰寒甘
𫴑,⿰賓彡
𫴒,⿱宀蒐
𫴓,⿰害𬉸
𫴔,⿳宀臼⿱火心
𫴕,⿱宀⿰㲋弁
𫴖,⿱宀禋
𫴗,⿱宀福
𫴘,⿱宀𤍾
𫴙,⿰害⿱巨夫
𫴚,⿰密岑
𫴛,⿸𪧇舂
𫴜,⿱宀⿰豆𦘔
𫴝,⿱宀⿰⿱王貝宁
𫴞,⿰寧他
𫴟,⿳宀𢼄⿰耳乃
𫴠,⿱宀豳
𫴡,⿱宀⿰⿱王貝⿳丅口丄
𫴢,⿱𱚇⿰⿸𠂇龶𪠲
𫴣,⿱宀⿰盗⿱斗又
𫴤,⿱宀䨮
𫴥,⿱宀䜌
𫴦,⿱宀⿰⿱王貝畐
𫴧,⿳宀⿰阝⿳爫兔又土
𫴨,⿱宀𬮔
𫴩,⿱𫴗貝
𫴪,⿱宀譶
𫴫,⿱𡩧⿰畐貝
𫴬,⿰对⿱⺈丨
𫴭,⿰寻心
𫴮,⿰㝵仁
𫴯,⿰則寸
𫴰,⿰⿱龷𦍌寸
𫴱,⿰寻每
𫴲,⿰寻那
𫴳,⿰寻弄
𫴴,⿱満寸
𫴵,⿰寻拜
𫴶,⿱廚寺
𫴷,⿰寻磊
𫴸,⿰小日
𫴹,⿱内小
𫴺,⿺札小
𫴻,⿱少内
𫴼,⿰闭小
𫴽,⿱龸旡
𫴾,⿱小昆
𫴿,⿱的小
𫵀,⿱小㤕
𫵁,⿱尚上
𫵂,⿱龸𠮵
𫵃,⿰当皮
𫵄,⿰英小
𫵅,⿱尚𧘇
𫵆,⿰省司
𫵇,⿰眉尔
𫵈,⿰悶小
𫵉,⿰郎尖
𫵊,⿱少結
𫵋,⿰意小
𫵌,⿱尚垂
𫵍,⿰小頻
𫵎,⿺尢𡿨
𫵏,⿺尢比
𫵐,⿱戉兀
𫵑,⿺尣卓
𫵒,⿺尣貴
𫵓,⿸尸内
𫵔,⿸尸⺝
𫵕,⿸尸爪
𫵖,⿸尸示
𫵗,⿰尺尹
𫵘,⿸尸必
𫵙,⿸尸㱏
𫵚,⿸尸𠦅
𫵛,⿰尽寸
𫵜,⿸尸⿰丩⿱亠又
𫵝,⿸尸𱝼
𫵞,⿺尾彡
𫵟,⿱尺托
𫵠,⿸尿㐄
𫵡,⿰尾册
𫵢,⿰曲屈
𫵣,⿺尾求
𫵤,⿸尸⿱舛田
𫵥,⿰屏召
𫵦,⿰居於
𫵧,⿰尽泰
𫵨,⿰屏制
𫵩,⿸尸⿰彳𮫙
𫵪,⿸尸興
𫵫,⿰屡批
𫵬,⿸尸䑂
𫵭,⿰屡咼
𫵮,⿰𡴀𡴀
𫵯,⿳屮酉心
𫵰,⿰⿱屮㠯光
𫵱,⿱山十
𫵲,⿱山丁
𫵳,⿱山几
𫵴,⿰山又
𫵵,⿰山𠃓
𫵶,⿰山韦
𫵷,⿰山历
𫵸,⿰山𢀖
𫵹,⿱山对
𫵺,⿰山色
𫵻,⿱山安
𫵼,⿱山更
𫵽,⿱山凬
𫵾,⿱每山
𫵿,⿰山秀
𫶀,⿰山宋
𫶁,⿰山易
𫶂,⿰山岸
𫶃,⿱㞱心
𫶄,⿱山变
𫶅,⿰山参
𫶆,⿰山威
𫶇,⿰山带
𫶈,⿰山屏
𫶉,⿰山屋
𫶊,⿰山监
𫶋,⿱𦥔冚
𫶌,⿱山留
𫶍,⿱山冥
𫶎,⿱山容
𫶏,⿱山娥
𫶐,⿰山桑
𫶑,⿱㞷貝
𫶒,⿱山淋
𫶓,⿰山寄
𫶔,⿱敢山
𫶕,⿰山营
𫶖,⿱陽山
𫶗,⿱山碖
𫶘,⿱山雷
𫶙,⿱山葵
𫶚,⿱山⿰禾㓤
𫶛,⿱山𪫕
𫶜,⿰嵩⿱𠂉丨
𫶝,⿱山𠪚
𫶞,⿱𩒨山
𫶟,⿸屵僕
𫶠,⿱山𫕻
𫶡,⿱山頻
𫶢,⿱山盧
𫶣,⿱山衡
𫶤,⿰山𰌱
𫶥,⿰山蘭
𫶦,⿳山䜌夂
𫶧,⿻丨儿
𫶨,⿰余川
𫶩,⿳巛𠔿⿵冂厶
𫶪,⿰𧥥竟
𫶫,⿰工公
𫶬,⿱工矢
𫶭,⿱任工
𫶮,⿱工芸
𫶯,⿰差女
𫶰,⿰差支
𫶱,⿰巧草
𫶲,⿱殸𢀖
𫶳,⿱工署
𫶴,⿰差吕
𫶵,⿱巴乃
𫶶,⿱巳克
𫶷,⿰吕巴
𫶸,⿱巴例
𫶹,⿱幽巳
𫶺,⿰𠒖危
𫶻,⿱巴監
𫶼,⿱巴辣
𫶽,⿰巾卜
𫶾,⿰巾人
𫶿,⿰巾𭂫
𫷀,⿰巾毛
𫷁,⿱父巾
𫷂,⿰巾丮
𫷃,⿻十⿱从冂
𫷄,⿱⿲一⺊⺊巾
𫷅,⿰巾军
𫷆,⿰巾岡
𫷇,⿱向市
𫷈,⿱须巾
𫷉,⿰巾宪
𫷊,⿰巾真
𫷋,⿰巾豈
𫷌,⿰巾监
𫷍,⿰帛尼
𫷎,⿰巾唐
𫷏,⿱紙巾
𫷐,⿰巾董
𫷑,⿰巾當
𫷒,⿰巾頭
𫷓,⿰常侖
𫷔,⿰干乞
𫷕,⿱干𠬞
𫷖,⿰干丮
𫷗,⿰年奴
𫷘,⿰并甹
𫷙,⿰平斉
𫷚,⿱平朋
𫷛,⿳幵业八
𫷜,⿰年南
𫷝,⿰平倩
𫷞,⿰年悲
𫷟,⿰幺考
𫷠,⿱曲𢆶
𫷡,⿳𢆶一⿰幺二
𫷢,⿱𦣻𢆶
𫷣,⿱𢆶⿹戈女
𫷤,⿰幼追
𫷥,⿸广九
𫷦,⿸广寸
𫷧,⿸广厷
𫷨,⿸广朱
𫷩,⿸广异
𫷪,⿸广邦
𫷫,⿸广攼
𫷬,⿸广来
𫷭,⿸广足
𫷮,⿸广阴
𫷯,⿸庚⺀
𫷰,⿰床反
𫷱,⿸广奔
𫷲,⿸广⿱少火
𫷳,⿸广延
𫷴,⿸广炒
𫷵,⿸庚凡
𫷶,⿸广𠱼
𫷷,⿸广钦
𫷸,⿸广食
𫷹,⿸广娄
𫷺,⿸广射
𫷻,⿸庚丙
𫷼,⿸广執
𫷽,⿸广虖
𫷾,⿸广婴
𫷿,⿸㢈丸
𫸀,⿸广⿱丑金
𫸁,⿸广睘
𫸂,⿸广艁
𫸃,⿸广墊
𫸄,⿸广蒐
𫸅,⿱丶㷴
𫸆,⿸广僕
𫸇,⿸广𬙸
𫸈,⿸广遴
𫸉,⿰序達
𫸊,⿰廣充
𫸋,⿰廣作
𫸌,⿰廣声
𫸍,⿰廣卓
𫸎,⿰廣青
𫸏,⿰廣冥
𫸐,⿰廣逐
𫸑,⿺廴士
𫸒,⿺廴坴
𫸓,⿺廴𦬰
𫸔,⿺廷頁
𫸕,⿰建差
𫸖,⿱⺕廾
𫸗,⿱戉廾
𫸘,⿱𡖅廾
𫸙,⿱司廾
𫸚,⿱辰廾
𫸛,⿱尾廾
𫸜,⿱叀廾
𫸝,⿱非廾
𫸞,⿱𠣞廾
𫸟,⿱⿴𦥑弓廾
𫸠,⿱廌廾
𫸡,⿱⿰尾米廾
𫸢,⿱𬡤廾
𫸣,⿱臱廾
𫸤,⿱爵廾
𫸥,⿰弓大
𫸦,⿱弓廾
𫸧,⿹弓口
𫸨,⿰丁弗
𫸩,⿰弓区
𫸪,⿰弓弓
𫸫,⿰弓右
𫸬,⿰宄引
𫸭,⿱龴⿴囗弓
𫸮,⿰弓朿
𫸯,⿰弓㕦
𫸰,⿰弓⿱爫刀
𫸱,⿰弓礼
𫸲,⿸产弓
𫸳,⿰弓貝
𫸴,⿰弗且
𫸵,⿰弓𰆺
𫸶,⿰弓那
𫸷,⿰引弄
𫸸,⿰弓⿱日攴
𫸹,⿰弓⿱夷土
𫸺,⿰弜寺
𫸻,⿰弗要
𫸼,⿰烏⿹弓冫
𫸽,⿰弟奄
𫸾,⿰弓勢
𫸿,⿰弹乏
