zi,chaizi
𠹫,⿱⿻土𠓜回
𠹬,⿰咼元
𠹭,⿰口哥
𠹮,⿰口⿱此用
𠹯,⿰口陛
𠹰,⿰口貶
𠹱,⿰口渠
𠹲,⿰口渚
𠹳,⿰口桀
𠹴,⿰口郡
𠹵,⿰口晏
𠹶,⿰口砰
𠹷,⿰口娥
𠹸,⿰口衾
𠹹,⿰口倫
𠹺,⿰口埋
𠹻,⿰口朕
𠹼,⿰口宰
𠹽,⿰口荄
𠹾,⿰受召
𠹿,⿰口𡌥
𠺀,⿰口𡨐
𠺁,⿰口弱
𠺂,⿰口⿳大龷𰀠
𠺃,⿱振口
𠺄,⿰口𡘤
𠺅,⿰口烈
𠺆,⿰口套
𠺇,⿳吉廿口
𠺈,⿰口𦮴
𠺉,⿰口閅
𠺊,⿰口茸
𠺋,⿰口缺
𠺌,⿰口鬼
𠺍,⿰口⿸𠂆具
𠺎,⿰馬口
𠺏,⿰口翅
𠺐,⿱吅見
𠺑,⿰口𥬇
𠺒,⿰口息
𠺓,⿰口釗
𠺔,⿰口𰢱
𠺕,⿰口留
𠺖,⿰口畝
𠺗,⿰口迷
𠺘,⿰口浪
𠺙,⿰口退
𠺚,⿰口班
𠺛,⿱⿰老攵口
𠺜,⿰口荖
𠺝,⿰口格
𠺞,⿱⿻工⿱冖一舎
𠺟,⿰口庫
𠺠,⿰口竜
𠺡,⿰口欬
𠺢,⿰口家
𠺣,⿰口剥
𠺤,⿱㪿口
𠺥,⿰召受
𠺦,⿰口借
𠺧,⿰口條
𠺨,⿰口恥
𠺩,⿰口流
𠺪,⿰口氣
𠺫,⿰口料
𠺬,⿰口起
𠺭,⿰口俸
𠺮,⿰口時
𠺯,⿰員亡
𠺰,⿰口称
𠺱,⿰口恐
𠺲,⿰口振
𠺳,⿰口⿱尤旨
𠺴,⿰口茖
𠺵,⿰口聀
𠺶,⿰口納
𠺷,⿰口祝
𠺸,⿰口浸
𠺹,⿰口荑
𠺺,⿰口桂
𠺻,⿰口級
𠺼,⿰咪欠
𠺽,⿰口殺
𠺾,⿰口珠
𠺿,⿰口原
𠻀,⿰口徒
𠻁,⿺羌司
𠻂,⿰口訔
𠻃,⿰口軒
𠻄,⿰口荒
𠻅,⿰口砭
𠻆,⿰口陣
𠻇,⿰呆曳
𠻈,⿰口宴
𠻉,⿰口适
𠻊,⿰口席
𠻋,⿰口𤰇
𠻌,⿻乚㗊
𠻍,⿰口⿱臽又
𠻎,⿰口斊
𠻏,⿰口⿹𢦏⿰丿小
𠻐,⿰口珞
𠻑,⿰口郗
𠻒,⿰口⿸厂奄
𠻓,⿰口隺
𠻔,⿰口𠁅
𠻕,⿰口㝡
𠻖,⿱品生
𠻗,⿰口离
𠻘,⿰口雀
𠻙,⿰口𡇶
𠻚,⿱莫口
𠻛,⿰口造
𠻜,⿰口率
𠻝,⿱品㐱
𠻞,⿰口康
𠻟,⿰口桼
𠻠,⿰口聆
𠻡,⿱𣂞口
𠻢,⿰口雩
𠻣,⿰口速
𠻤,⿰口寅
𠻥,⿰口巢
𠻦,⿰口𡕩
𠻧,⿰口梏
𠻨,⿰口堇
𠻩,⿰口窕
𠻪,⿰口淡
𠻫,⿰口悥
𠻬,⿰口荼
𠻭,⿳山中冏
𠻮,⿱來回
𠻯,⿰口悊
𠻰,⿱𠱠⿸丂三
𠻱,⿰口陵
𠻲,⿰口赦
𠻳,⿰口敕
𠻴,⿰口朗
𠻵,⿰口莽
𠻶,⿰口𦱤
𠻷,⿰口現
𠻸,⿰𠀷司
𠻹,⿰口添
𠻺,⿰口掗
𠻻,⿰口閉
𠻼,⿰口荳
𠻽,⿰口梅
𠻾,⿰口望
𠻿,⿰口産
𠼀,⿰口章
𠼁,⿰口⿳亠业𧘇
𠼂,⿰口陳
𠼃,⿱斬口
𠼄,⿰口⿳大甘从
𠼅,⿱吅奄
𠼆,⿱𡨤口
𠼇,⿰口屚
𠼈,⿰口捼
𠼉,⿰口脣
𠼊,⿰口𫞫
𠼋,⿰口問
𠼌,⿰𫪇攵
𠼍,⿲口⿱白勹攵
𠼎,⿰口⿱白米
𠼏,⿰口做
𠼐,⿰口犁
𠼑,⿰告告
𠼒,⿰口笨
𠼓,⿰口亀
𠼔,⿰口常
𠼕,⿰口排
𠼖,⿰口婪
𠼗,⿰口斬
𠼘,⿰口𠵥
𠼙,⿰口爽
𠼚,⿰口敗
𠼛,⿱𠱠⿸厂三
𠼜,⿰口⿱山⿴囗丛
𠼝,⿰口梨
𠼞,⿰合亞
𠼟,⿰口⿱八面
𠼠,⿰口⿱氏貝
𠼡,⿹𢏚叹
𠼢,⿰口强
𠼣,⿰口⿱双酉
𠼤,⿰口堅
𠼥,⿰口䖏
𠼦,⿰口曼
𠼧,⿱品𠙹
𠼨,⿳吅凵吅
𠼩,⿰口崙
𠼪,⿰口移
𠼫,⿰唫亍
𠼬,⿰口商
𠼭,⿰口缽
𠼮,⿰口僞
𠼯,⿰口許
𠼰,⿰口梗
𠼱,⿰口累
𠼲,⿰口堆
𠼳,⿰口乾
𠼴,⿰口頃
𠼵,⿰口停
𠼶,⿰口赧
𠼷,⿰台哉
𠼸,⿰口偃
𠼹,⿰唄斤
𠼺,⿰口惮
𠼻,⿰口基
𠼼,⿰口莩
𠼽,⿰口覓
𠼾,⿰口崇
𠼿,⿱𠳺心
𠽀,⿰口偶
𠽁,⿰口處
𠽂,⿰口弹
𠽃,⿰口執
𠽄,⿰口探
𠽅,⿰口舂
𠽆,⿰口訥
𠽇,⿲口氵𭎊
𠽈,⿰口淺
𠽉,⿰口深
𠽊,⿰口敏
𠽋,⿰口匿
𠽌,⿰口雪
𠽍,⿰口淫
𠽎,⿰口涯
𠽏,⿰口陷
𠽐,⿰口魚
𠽑,⿰口豉
𠽒,⿰口頂
𠽓,⿰口衮
𠽔,⿰口疎
𠽕,⿰口捷
𠽖,⿰口逐
𠽗,⿰口眼
𠽘,⿱味向
𠽙,⿰口假
𠽚,⿱可重
𠽛,⿰口陰
𠽜,⿰口啻
𠽝,⿱吅典
𠽞,⿰口混
𠽟,⿰口𤼭
𠽠,⿰古段
𠽡,⿰口惠
𠽢,⿰口博
𠽣,⿰口㞚
𠽤,⿰口戟
𠽥,⿰口䙵
𠽦,⿰口減
𠽧,⿰口𬛳
𠽨,⿰口𡩘
𠽩,⿰口筆
𠽪,⿰口湆
𠽫,⿰口閕
𠽬,⿰口貳
𠽭,⿰口𪩃
𠽮,⿰口提
𠽯,⿰口堤
𠽰,⿰口寔
𠽱,⿰口寋
𠽲,⿰口⿱釆皿
𠽳,⿰口⿱來日
𠽴,⿰口𦓔
𠽵,⿰口𧯡
𠽶,⿰口毳
𠽷,⿱口貲
𠽸,⿱吅頁
𠽹,⿰口𧦴
𠽺,⿱臣𡋑
𠽻,⿰口喆
𠽼,⿰口歰
𠽽,⿱吅⿰⿱𫜹匕爻
𠽾,⿰口普
𠽿,⿰口辜
𠾀,⿰唷攵
𠾁,⿰口𡎐
𠾂,⿳來一回
𠾃,⿳亠⿶屮凵⿵冂夻
𠾄,⿳爫爫⿵几古
𠾅,⿱吅品
𠾆,⿰口犂
𠾇,⿰口厨
𠾈,⿰口⿱𱼀咅
𠾉,⿹𢏚吋
𠾊,⿰口𡍮
𠾋,⿰口𭪿
𠾌,⿰口𦥭
𠾍,⿰口棄
𠾎,⿰口散
𠾏,⿰口奢
𠾐,⿰口隆
𠾑,⿰口衘
𠾒,⿰口雅
𠾓,⿰口詔
𠾔,⿰口税
𠾕,⿰口隊
𠾖,⿳吅大吅
𠾗,⿰㖤欠
𠾘,⿰口𧦱
𠾙,⿰口富
𠾚,⿰口費
𠾛,⿰口黄
𠾜,⿰口歮
𠾝,⿲口⿱日开攵
𠾞,⿰口棼
𠾟,⿰⿳口田八可
𠾠,⿰口豿
𠾡,⿰口等
𠾢,⿰口尌
𠾣,⿰口森
𠾤,⿱森口
𠾥,⿰哥令
𠾦,⿰口悲
𠾧,⿱吅禺
𠾨,⿰口嵌
𠾩,⿰口⿱山曷
𠾪,⿰口𦊽
𠾫,⿰口須
𠾬,⿰口欽
𠾭,⿰口萎
𠾮,⿰口䆤
𠾯,⿰口𰗷
𠾰,⿰口⿳宀夂至
𠾱,⿰口替
𠾲,⿰口越
𠾳,⿱可⿰可可
𠾴,⿰口棒
𠾵,⿰口揸
𠾶,⿰口景
𠾷,⿰口報
𠾸,⿰口超
𠾹,⿰吞卒
𠾺,⿰口善
𠾻,⿰口湛
𠾼,⿰口絶
𠾽,⿰口閏
𠾾,⿰口湿
𠾿,⿰口項
𠿀,⿰口稍
𠿁,⿰口欺
𠿂,⿰口插
𠿃,⿰口媒
𠿄,⿰口寓
𠿅,⿰口萑
𠿆,⿰口⿳厶大⿱丰夂
𠿇,⿰口解
𠿈,⿰口愁
𠿉,⿱𣪠口
𠿊,⿰口𣪠
𠿋,⿰口粤
𠿌,⿰口⿱𱼀音
𠿍,⿰口殿
𠿎,⿰口𩰬
𠿏,⿰口煎
𠿐,⿰口㬅
𠿑,⿰口感
𠿒,⿰口歇
𠿓,⿰口䪞
𠿔,⿰口⿱彖心
𠿕,⿰喬亢
𠿖,⿰𰈈欠
𠿗,⿰口瑟
𠿘,⿰口雋
𠿙,⿰口雹
𠿚,⿰口葉
𠿛,⿰口虜
𠿜,⿰口㼫
𠿝,⿰口楚
𠿞,⿰口亶
𠿟,⿱𦥯口
𠿠,⿰口戢
𠿡,⿱窡口
𠿢,⿰口羡
𠿣,⿰口歅
𠿤,⿰口鼓
𠿥,⿰口𦞅
𠿦,⿳臣吅壬
𠿧,⿱⿻十吅⿵冂夻
𠿨,⿰口幹
𠿩,⿰口瑞
𠿪,⿰口賈
𠿫,⿰口筲
𠿬,⿰口傻
𠿭,⿰口滑
𠿮,⿰口飲
𠿯,⿰口嵬
𠿰,⿰口飭
𠿱,⿰口道
𠿲,⿰售旦
𠿳,⿰口廉
𠿴,⿰口碍
𠿵,⿰口貇
𠿶,⿰口準
𠿷,⿰口閙
𠿸,⿰口萼
𠿹,⿰口賃
𠿺,⿰口葬
𠿻,⿰喬元
𠿼,⿰口煞
𠿽,⿰⿱口𠕋甫
𠿾,⿰口𢊊
𠿿,⿰口義
𡀀,⿰口禀
𡀁,⿰口嗇
𡀂,⿰口雷
𡀃,⿰口斟
𡀄,⿰口壼
𡀅,⿰口⿱⿻十从貝
𡀆,⿰喜不
𡀇,⿰口董
𡀈,⿱吅庭
𡀉,⿱品冝
𡀊,⿰口閠
𡀋,⿱吅𡘤
𡀌,⿰口𦴹
𡀍,⿰口愈
𡀎,⿰口微
𡀏,⿲口彳⿰㞬攵
𡀐,⿰口楺
𡀑,⿰口輈
𡀒,⿰号翏
𡀓,⿱𠱠坐
𡀔,⿰口路
𡀕,⿸𪡩火
𡀖,⿰口鉢
𡀗,⿰口詩
𡀘,⿰口嫈
𡀙,⿰口窟
𡀚,⿰唆糸
𡀛,⿰口雽
𡀜,⿰口筭
𡀝,⿰口稔
𡀞,⿰口楫
𡀟,⿰口遂
𡀠,⿰口備
𡀡,⿰口溺
𡀢,⿰口嵩
𡀣,⿰口勤
𡀤,⿱𥫗𱒦
𡀥,⿰口葩
𡀦,⿰口温
𡀧,⿰呌畏
𡀨,⿰口補
𡀩,⿰口落
𡀪,⿱召排
𡀫,⿰口稟
𡀬,⿰口碎
𡀭,⿰口舅
𡀮,⿰口裊
𡀯,⿰口傳
𡀰,⿰口催
𡀱,⿰呺⿱⺊⿸厂⿱七儿
𡀲,⿰口該
𡀳,⿰口群
𡀴,⿰口摀
𡀵,⿰口誇
𡀶,⿰口源
𡀷,⿰口遁
𡀸,⿱𤇾同
𡀹,⿰口筫
𡀺,⿰口䝱
𡀻,⿰告昜
𡀼,⿰口嫈
𡀽,⿰口蓋
𡀾,⿰口㬎
𡀿,⿰口屢
𡁀,⿰口𣣻
𡁁,⿰口㪡
𡁂,⿰口遟
𡁃,⿰口實
𡁄,⿰口𩚴
𡁅,⿰口𭀰
𡁆,⿰口犖
𡁇,⿰口綽
𡁈,⿰口辡
𡁉,⿱嗎中
𡁊,⿰口𡠺
𡁋,⿰口㥯
𡁌,⿰口䯉
𡁍,⿰嗐欠
𡁎,⿰口與
𡁏,⿰口蒙
𡁐,⿰口⿳艹𠈌〢
𡁑,⿰口⿳一⿰口㐄⿵冂𢆉
𡁒,⿰口毄
𡁓,⿰口㼲
𡁔,⿰口精
𡁕,⿰口翣
𡁖,⿰口業
𡁗,⿰喬⿱亠⿰𠂉乚
𡁘,⿱吅畢
𡁙,⿰口慨
𡁚,⿰口漢
𡁛,⿰口嫩
𡁜,⿰口禍
𡁝,⿰口𦥷
𡁞,⿰口敲
𡁟,⿰口賓
𡁠,⿰口爾
𡁡,⿰口䦚
𡁢,⿰咠𠱄
𡁣,⿰口䔍
𡁤,⿰口閣
𡁥,⿳吅乛⿳工冖电
𡁦,⿰口⿱⿻十吅肎
𡁧,⿰口臧
𡁨,⿱對口
𡁩,⿰員声
𡁪,⿰口⿱罒則
𡁫,⿰口⿱隹臼
𡁬,⿰口銀
𡁭,⿰咪非
𡁮,⿰口窩
𡁯,⿰口奪
𡁰,⿰口𦂝
𡁱,⿰口熙
𡁲,⿰口𫯃
𡁳,⿰單犮
𡁴,⿰口團
𡁵,⿰口緊
𡁶,⿰口截
𡁷,⿰啄寽
𡁸,⿰口𨻶
𡁹,⿰口誘
𡁺,⿰口滚
𡁻,⿰口趙
𡁼,⿰口漂
𡁽,⿰㕲茶
𡁾,⿰口説
𡁿,⿰口蒭
𡂀,⿰口槁
𡂁,⿰口慟
𡂂,⿰口語
𡂃,⿰口魂
𡂄,⿰口頗
𡂅,⿰口𡼇
𡂆,⿰口榴
𡂇,⿱吅𡕩
𡂈,⿰口僕
𡂉,⿰口誓
𡂊,⿰口⿱人淼
𡂋,⿰口熒
𡂌,⿰嗔少
𡂍,⿰𠯪盎
𡂎,⿰口緑
𡂏,⿰口巤
𡂐,⿰口賛
𡂑,⿰口盤
𡂒,⿰口質
𡂓,⿰口適
𡂔,⿰口慼
𡂕,⿰口蓼
𡂖,⿰口厲
𡂗,⿰口𮥼
𡂘,⿰口麃
𡂙,⿰口遲
𡂚,⿰口䁝
𡂛,⿰口𫔡
𡂜,⿰口⿱叕酉
𡂝,⿰口賣
𡂞,⿰口㙯
𡂟,⿰喿包
𡂠,⿰口蔡
𡂡,⿰口數
𡂢,⿰口䲷
𡂣,⿰口⿱馬⿻⿰丿丨口
𡂤,⿱⿻丅⿳吅一吅亾
𡂥,⿰口⿳止𠔈𡉀
𡂦,⿳一⿲口〢口⿵𰀃夻
𡂧,⿳一吅⿳一吅⿱一亡
𡂨,⿲吕臣吕
𡂩,⿰口𦖩
𡂪,⿰口遮
𡂫,⿰口蓬
𡂬,⿰君堇
𡂭,⿰口遮
𡂮,⿰口耦
𡂯,⿰吝朗
𡂰,⿰口鄰
𡂱,⿰口鄧
𡂲,⿱𠳒例
𡂳,⿰口磊
𡂴,⿰口蓮
𡂵,⿰口影
𡂶,⿰𡰥⿳口曲日
𡂷,⿰口寬
𡂸,⿰口鄭
𡂹,⿰口審
𡂺,⿰口養
𡂻,⿰口慶
𡂼,⿰口罵
𡂽,⿱吅覃
𡂾,⿱口滕
𡂿,⿰口歐
𡃀,⿰口毅
𡃁,⿰口靚
𡃂,⿰口寫
𡃃,⿰口緝
𡃄,⿰口賚
𡃅,⿰口瑩
𡃆,⿰口層
𡃇,⿰口弊
𡃈,⿰口緙
𡃉,⿰口駕
𡃊,⿰口稽
𡃋,⿰侖員
𡃌,⿰口鴈
𡃍,⿰口劍
𡃎,⿰口樊
𡃏,⿰口墮
𡃐,⿰口幝
𡃑,⿰口請
𡃒,⿰口撲
𡃓,⿰口播
𡃔,⿰口撩
𡃕,⿰口窮
𡃖,⿰口慮
𡃗,⿰口模
𡃘,⿰口談
𡃙,⿰口蔑
𡃚,⿰口廛
𡃛,⿰口𬢱
𡃜,⿰口確
𡃝,⿰口論
𡃞,⿰口暫
𡃟,⿱⿻土吅哀
𡃠,⿱㰯咅
𡃡,⿱龍口
𡃢,⿰口暨
𡃣,⿰嘼戈
𡃤,⿰口賴
𡃥,⿰口𦎧
𡃦,⿰口閵
𡃧,⿰口歔
𡃨,⿰口憙
𡃩,⿰口褱
𡃪,⿰口䝿
𡃫,⿱吅𠪘
𡃬,⿳亠凵⿱⿰𠮝口⿵冂夻
𡃭,⿰哥咨
𡃮,⿰口⿱䒑⿹𢏚日
𡃯,⿰唐昜
𡃰,⿰口戯
𡃱,⿰口⿺辶𦊽
𡃲,⿰口餒
𡃳,⿰口興
𡃴,⿰口隨
𡃵,⿰口擁
𡃶,⿰口錫
𡃷,⿱吅雷
𡃸,⿱呲鳥
𡃹,⿰口戰
𡃺,⿰口遶
𡃻,⿰口䔲
𡃼,⿰口樵
𡃽,⿰口儒
𡃾,⿰口樸
𡃿,⿰口撻
𡄀,⿰吕𦲿
𡄁,⿰口廪
𡄂,⿰喜𡉤
𡄃,⿰口駡
𡄄,⿰口䬸
𡄅,⿳⿻𠀐冂回吅
𡄆,⿰口學
𡄇,⿰口磬
𡄈,⿱殸𠰣
𡄉,⿱吅⿰𠃬爻
𡄊,⿰口䀈
𡄋,⿰口㬱
𡄌,⿰𠂤⿳口曲日
𡄍,⿰口篤
𡄎,⿰口錦
𡄏,⿰口憾
𡄐,⿰口壅
𡄑,⿰口韱
𡄒,⿱殸㖈
𡄓,⿰口蹇
𡄔,⿰口聲
𡄕,⿰口燮
𡄖,⿰口應
𡄗,⿰口謈
𡄘,⿰唫奇
𡄙,⿰口賷
𡄚,⿳亠凵⿱⿰日旧冏
𡄛,⿳吅⿰太太吅
𡄜,⿳士冖𱔞
𡄝,⿳龷吅𠳬
𡄞,⿳㽞一⿰𢑑㔾
𡄟,⿰口霞
𡄠,⿱鳴而
𡄡,⿰口齋
𡄢,⿰口闍
𡄣,⿰口彌
𡄤,⿰口還
𡄥,⿰口歛
𡄦,⿰口臨
𡄧,⿰口講
𡄨,⿰口𡽫
𡄩,⿰口懇
𡄪,⿰口雖
𡄫,⿰口謙
𡄬,⿱合魂
𡄭,⿰口聳
𡄮,⿰口鍊
𡄯,⿰口臆
𡄰,⿰善卒
𡄱,⿰口蹙
𡄲,⿱如嘼
𡄳,⿰口薩
𡄴,⿰口巂
𡄵,⿰口醫
𡄶,⿰口䫕
𡄷,⿰口鞮
𡄸,⿰口雝
𡄹,⿲吕⿳爫幺又吕
𡄺,⿰口𤐫
𡄻,⿰壹咨
𡄼,⿰口虩
𡄽,⿰口瀉
𡄾,⿰口謹
𡄿,⿳吅一⿳由𠀎𧘇
𡅀,⿱⿰糸𫊺口
𡅁,⿰口⿳亠⿲刀丫𱍸果
𡅂,⿰口鵓
𡅃,⿰口龎
𡅄,⿰亭單
𡅅,⿰口額
𡅆,⿰口藏
𡅇,⿰口叢
𡅈,⿰口鎼
𡅉,⿰口簡
𡅊,⿰噴米
𡅋,⿰口檻
𡅌,⿰口𥳑
𡅍,⿰口繞
𡅎,⿰口簪
𡅏,⿰口禮
𡅐,⿰苓善
𡅑,⿰口顒
𡅒,⿰口擾
𡅓,⿰口⿳亠⿲⿴㇇丶丫⿺乀𰀪果
𡅔,⿱𠱠⿸厂⿰⿱爫𠮛又
𡅕,⿳喆艹吅
𡅖,⿰名養
𡅗,⿰口𧈅
𡅘,⿰口臘
𡅙,⿰口韻
𡅚,⿱嚚壬
𡅛,⿰口⿳⺈⿰匚コ⿱比兔
𡅜,⿰口𧬉
𡅝,⿱品⿸广⿰⿱爫𠮛又
𡅞,⿰口𥃆
𡅟,⿳亠⿶⿻屮昍凵冏
𡅠,⿰口繩
𡅡,⿰噩各
𡅢,⿰口襟
𡅣,⿰口簫
𡅤,⿰喜堇
𡅥,⿰口顛
𡅦,⿱⿰壴𪠲咎
𡅧,⿰口難
𡅨,⿰口簷
𡅩,⿰口艶
𡅪,⿰口願
𡅫,⿰口轎
𡅬,⿰口懷
𡅭,⿰口關
𡅮,⿱𠱠𠪔
𡅯,⿰口穩
𡅰,⿰口𣍘
𡅱,⿳吅𦰩吅
𡅲,⿰口孽
𡅳,⿰口勸
𡅴,⿱𠱠⿸厂⿰⿱⿻亻䒑口攴
𡅵,⿰口釋
𡅶,⿰口騫
𡅷,⿰口議
𡅸,⿰喜堇
𡅹,⿰𠶛亶
𡅺,⿰口霵
𡅻,⿳吅萈吅
𡅼,⿰口辯
𡅽,⿰⿱吕萈吕
𡅾,⿱品⿸厂𢽿
𡅿,⿰口𪉷
𡆀,⿰口轟
𡆁,⿰口饒
𡆂,⿰口蠢
𡆃,⿰善善
𡆄,⿰口攝
𡆅,⿰口⿱𥫗⿰𬼉㚇
𡆆,⿰口攞
𡆇,⿰口鑊
𡆈,⿰口鷟
𡆉,⿱𠱠⿸厂⿰𠳅攴
𡆊,⿰召黨
𡆋,⿰口欎
𡆌,⿰口驕
𡆍,⿰口𩺯
𡆎,⿰單亶
𡆏,⿰口𨷖
𡆐,⿰𡏳喜
𡆑,⿰口巖
𡆒,⿰⿳廿中𡉊喜
𡆓,⿰口⿱⿺𠃊⺌⿹⺄⿳爫𠃬白
𡆔,⿱囂可
𡆕,⿰口戀
𡆖,⿰口蘸
𡆗,⿰口邏
𡆘,⿰口顯
𡆙,⿰口讒
𡆚,⿰口衢
𡆛,⿳吅覀雔
𡆜,⿰口⿱艹屬
𡆝,⿰口臠
𡆞,⿰口鬭
𡆟,⿰口𱌦
𡆠,⿴囗乙
𡆡,⿴囗乀
𡆢,⿴囗
𡆣,⿴囗入
𡆤,⿴囗二
𡆥,⿴囗卜
𡆦,⿴囗八
𡆧,⿴囗小
𡆨,⿴囗三
𡆩,⿴囗幺
𡆪,⿴囗艹
𡆫,⿴囗巾
𡆬,⿴囗工
𡆭,⿴囗万
𡆮,⿴囗士
𡆯,⿴囗山
𡆰,⿴囗⿻𠄌二
𡆱,⿴囗彡
𡆲,⿴囗亡
𡆳,⿴囗巳
𡆴,⿴囗丑
𡆵,⿴囗⿰⿱𠃎𠃍⿱𠃊厂
𡆶,⿴囗无
𡆷,⿴囗⿱口一
𡆸,⿴囗丐
𡆹,⿴囗予
𡆺,⿴囗手
𡆻,⿴囗𢆰
𡆼,⿴囗升
𡆽,⿴囗兮
𡆾,⿴囗公
𡆿,⿴囗氏
𡇀,⿴囗殳
𡇁,⿴囗𠫓
𡇂,⿴囗火
𡇃,⿴囗巴
𡇄,⿴囗双
𡇅,⿴囗方
𡇆,⿴囗⿱巳一
𡇇,⿴囗分
𡇈,⿴囗石
𡇉,⿴囗𠮡
𡇊,⿴囗布
𡇋,丨⿴囗⿰冫𡿨
𡇌,⿴囗目
𡇍,⿴囗田
𡇎,⿴囗玄
𡇏,⿴囗⿱丷万
𡇐,⿴囗本
𡇑,⿴囗㠯
𡇒,⿴囗米
𡇓,⿴囗至
𡇔,⿴囗㚣
𡇕,⿴囗⿱八歹
𡇖,⿴囗臣
𡇗,⿴囗⿱𠫔𫶧
𡇘,⿴囗多
𡇙,⿴囗朵
𡇚,⿴囗百
𡇛,⿴甴公
𡇜,⿴囗舌
𡇝,⿴囗自
𡇞,⿴囗合
𡇟,⿴囗𢆶
𡇠,⿴囗皀
𡇡,⿴囗𥃦
𡇢,⿴囗𦣻
𡇣,⿴囗⿱八古
𡇤,⿱丷固
𡇥,⿴囗兵
𡇦,⿴囗⿱龶女
𡇧,⿴囗豆
𡇨,⿴囗男
𡇩,⿴囗⿱山仉
𡇪,⿴囗告
𡇫,⿴囗⿱夂灬
𡇬,⿴囗⿱丷正
𡇭,⿴囗⿱𱙁女
𡇮,⿴囗甬
𡇯,⿴囗束
𡇰,⿴囗兖
𡇱,⿴囗⿱石口
𡇲,⿴囗乳
𡇳,⿴囗命
𡇴,⿴囗𣥏
𡇵,⿴囗宕
𡇶,⿱龴𡇞
𡇷,⿱丷⿴囗各
𡇸,⿴囗乖
𡇹,⿴囗兔
𡇺,⿴囗⿱允灬
𡇻,⿴囗卒
𡇼,⿴囗曷
𡇽,⿴囗垔
𡇾,⿴囗⿳龷匕口
𡇿,⿴囗剌
𡈀,⿴囗亞
𡈁,⿴囗皇
𡈂,⿴囗⿱土衣
𡈃,⿴囗𧘗
𡈄,⿴囗⿱𠫘田
𡈅,⿰固介
𡈆,⿴囗咢
𡈇,⿴囗⿱厶囲
𡈈,⿴囗重
𡈉,⿴囗若
𡈊,⿴囗馬
𡈋,⿱𰀉𡆵
𡈌,⿴囗⿱艹⿵𦉪冂
𡈍,⿴囗⿻𠦏从
𡈎,⿴囗烏
𡈏,⿴囗氣
𡈐,⿴囗荅
𡈑,⿴囗𦣣
𡈒,⿴囗𭜨
𡈓,⿴囗真
𡈔,⿴囗⿱石石
𡈕,⿴囗眷
𡈖,⿴囗⿱止⿲亻亻彡
𡈗,⿴囗莫
𡈘,⿴囗⿳丷𥘅⿱兀冂
𡈙,⿴囗鳥
𡈚,⿴囗⿱䒑非
𡈛,⿴囗渊
𡈜,⿴囗票
𡈝,⿴囗⿰帛彡
𡈞,⿴囗奎
𡈟,⿴囗眼
𡈠,⿴囗章
𡈡,⿴囗終
𡈢,⿴囗絭
𡈣,⿴囗𡬳
𡈤,⿱丷園
𡈥,⿴囗著
𡈦,⿴囗堯
𡈧,⿱𠮛𡈀
𡈨,⿴囗㗊
𡈩,⿴囗童
𡈪,⿴囗⿰⿳白𠂊巾彡
𡈫,⿴囗⿰⿱厶出糸
𡈬,⿴囗傳
𡈭,⿴囗獄
𡈮,⿴囗蓋
𡈯,⿱不圓
𡈰,⿴囗語
𡈱,⿴囗⿰⿱厶出系
𡈲,⿱因⿰因因
𡈳,⿴囗麇
𡈴,⿴囗縣
𡈵,⿴囗環
𡈶,⿰⿱囚囚⿱囚囚
𡈷,⿴囗𦄐
𡈸,⿴囗䌛
𡈹,⿴囗⿻丨⿳林一林
𡈺,⿰圓侖
𡈻,⿴囗戀
𡈼,⿱丿土
𡈽,⿺土丶
𡈾,⿹⺄土
𡈿,⿰土十
𡉀,⿱八土
𡉁,⿰土乃
𡉂,⿱力土
𡉃,⿰土厂
𡉄,⿸𠂇土
𡉅,⿱土冂
𡉆,⿱土凵
𡉇,⿰土人
𡉈,⿸扌土
𡉉,⿱土𠔼
𡉊,⿱一𡉀
𡉋,⿰土丈
𡉌,⿰土久
𡉍,⿰土⿹勹丿
𡉎,⿰土工
𡉏,⿰土已
𡉐,⿱工土
𡉑,⿰土大
𡉒,⿰土⿻𠤎一
𡉓,⿱土女
𡉔,⿱刃土
𡉕,⿰土丸
𡉖,⿰土弓
𡉗,⿰土子
𡉘,⿰丰土
𡉙,⿱旡土
𡉚,⿱屮王
𡉛,⿰土气
𡉜,⿰土𣁬
𡉝,⿱亓土
𡉞,⿰土厷
𡉟,⿰爿土
𡉠,⿰土王
𡉡,⿻丄⿱⿰
𡉢,⿱𱍷土
𡉣,⿱木土
𡉤,⿱不土
𡉥,⿰土中
𡉦,⿰土午
𡉧,⿰土升
𡉨,⿰土亓
𡉩,⿰土犬
𡉪,⿰土牙
𡉫,⿱屯土
𡉬,⿰土𢆰
𡉭,⿰土日
𡉮,⿱𠕀土
𡉯,⿰土牛
𡉰,⿱凶土
𡉱,⿰土冄
𡉲,⿱匀土
𡉳,⿰土𭅄
𡉴,⿰土户
𡉵,⿺圠土
𡉶,⿰土弖
𡉷,⿱巴土
𡉸,⿱𠙸土
𡉹,⿰𡭕土
𡉺,⿱土水
𡉻,⿰土卆
𡉼,⿱升土
𡉽,⿰土六
𡉾,⿰土心
𡉿,⿰土木
𡊀,⿰土太
𡊁,⿰土卬
𡊂,⿻丄⿱⿰匚刀一
𡊃,⿺反土
𡊄,⿱厶圶
𡊅,⿱弁土
𡊆,⿰土示
𡊇,⿰土㐌
