z1,r,z2
二,Semantic,弍
二,Semantic,貳
二,SpecializedSemantic,貳
于,Semantic,扵
于,Semantic,於
于,Traditional,於
亏,Semantic,於
亏,Semantic,扵
亏,Traditional,虧
云,Simplified,云
云,Traditional,云
云,Traditional,雲
五,Semantic,㐅
五,SpecializedSemantic,伍
井,SpecializedSemantic,丼
亗,Semantic,岁
亗,Semantic,歲
亗,Semantic,𡻕
亚,Traditional,亞
亝,Semantic,齊
亞,Simplified,亚
亡,Semantic,兦
亡,Semantic,亾
产,Traditional,產
亩,Traditional,畝
亲,Semantic,榛
亲,Traditional,親
亵,Traditional,褻
亸,Traditional,嚲
人,Semantic,亻
亻,Semantic,人
亼,Semantic,集
亾,Semantic,亡
亿,Traditional,億
仅,Traditional,僅
仆,Traditional,僕
仇,Semantic,讎
仇,Semantic,讐
仇,SpecializedSemantic,讎
仇,SpecializedSemantic,讐
从,Semantic,從
从,SpecializedSemantic,從
从,Traditional,從
仑,Traditional,侖
仓,Traditional,倉
他,Semantic,她
他,Semantic,牠
仙,Semantic,僊
仙,SpecializedSemantic,僊
仝,Semantic,同
仟,Semantic,千
仟,Semantic,阡
仟,SpecializedSemantic,千
以,Semantic,㠯
仪,Traditional,儀
们,Traditional,們
仳,SpecializedSemantic,丕
价,Traditional,價
任,Semantic,仼
仼,Semantic,任
份,SpecializedSemantic,分
仾,Semantic,低
仿,Semantic,倣
伀,Semantic,彸
伃,Semantic,妤
伍,SpecializedSemantic,五
众,Traditional,眾
优,Traditional,優
伙,Traditional,夥
会,Semantic,會
会,Traditional,會
伛,Traditional,傴
伞,Traditional,傘
伟,Traditional,偉
传,Traditional,傳
伡,Traditional,俥
伣,Traditional,俔
伤,Traditional,傷
伥,Traditional,倀
伦,Traditional,倫
伧,Traditional,傖
伪,Traditional,偽
伪,Traditional,僞
伫,Traditional,佇
伭,Semantic,玄
伱,Semantic,你
伷,Semantic,冑
伷,Semantic,胄
伷,SpecializedSemantic,胄
佅,Spoofing,𠇱
佇,Semantic,竚
佇,Simplified,伫
佋,Semantic,紹
低,Semantic,仾
佑,Semantic,祐
体,Semantic,體
体,Semantic,軆
体,Traditional,體
佔,SpecializedSemantic,占
佗,Semantic,它
余,Semantic,予
余,Simplified,余
余,Traditional,余
余,Traditional,餘
你,Semantic,伱
你,SpecializedSemantic,妳
你,SpecializedSemantic,您
你,SpecializedSemantic,祢
你,SpecializedSemantic,袮
佣,Traditional,傭
佥,Traditional,僉
佬,SpecializedSemantic,姆
佰,Semantic,百
併,Semantic,𠊧
併,Simplified,并
併,Compat,倂
侁,Semantic,駪
侁,Semantic,詵
侂,Semantic,託
侅,Semantic,賅
來,Semantic,来
來,Simplified,来
來,SpecializedSemantic,耒
侎,Semantic,敉
侖,Semantic,崙
侖,Simplified,仑
侚,Semantic,殉
侚,Semantic,狥
侠,Traditional,俠
侣,Semantic,侶
侣,Traditional,侶
侥,Traditional,僥
侦,Traditional,偵
侧,Traditional,側
侨,Traditional,僑
侩,Traditional,儈
侪,Traditional,儕
侬,Traditional,儂
侮,Semantic,㑄
侶,Semantic,侣
侶,Simplified,侣
俁,Simplified,俣
係,Simplified,系
俈,Semantic,嚳
俓,Semantic,徑
俓,Simplified,𠇹
俓,SpecializedSemantic,勁
俔,Simplified,伣
俞,Semantic,兪
俟,Semantic,竢
俠,Simplified,侠
俣,Traditional,俁
俥,Simplified,伡
俦,Traditional,儔
俨,Traditional,儼
俩,Traditional,倆
俪,Traditional,儷
俫,Traditional,倈
俭,Traditional,儉
俯,Semantic,頫
俻,Semantic,備
倀,Simplified,伥
倂,Compat,併
倆,Simplified,俩
倈,Semantic,徠
倈,Semantic,勑
倈,Simplified,俫
倉,Simplified,仓
個,Semantic,个
個,Semantic,箇
個,Simplified,个
個,SpecializedSemantic,个
倏,Semantic,倐
倐,Semantic,倏
們,Simplified,们
倖,Semantic,幸
倖,SpecializedSemantic,囟
倘,Semantic,儻
借,Traditional,藉
倣,Semantic,仿
値,Semantic,值
値,Compat,值
倫,Simplified,伦
倲,Simplified,㑈
债,Traditional,債
值,Semantic,値
值,Compat,値
倾,Traditional,傾
偁,Semantic,穪
偁,Semantic,稱
偃,Semantic,㫃
偉,Simplified,伟
偊,Semantic,踽
偎,SpecializedSemantic,渨
偐,Semantic,贋
偐,Semantic,贗
偑,Simplified,㐽
偒,Semantic,蕩
健,Semantic,徤
偩,Simplified,𰁾
偪,Semantic,逼
偬,Traditional,傯
側,Simplified,侧
偵,Simplified,侦
偷,Semantic,偸
偸,Semantic,偷
偺,Semantic,昝
偺,Semantic,咱
偺,SpecializedSemantic,喒
偻,Traditional,僂
偽,Simplified,伪
偾,Traditional,僨
偿,Traditional,償
傁,Semantic,叟
傁,Semantic,叜
傁,SpecializedSemantic,墰
傌,Semantic,罵
傌,Simplified,㐷
傍,SpecializedSemantic,旁
傏,Semantic,搪
傑,Semantic,杰
傑,Simplified,杰
傖,Simplified,伧
傘,Semantic,繖
傘,Simplified,伞
傘,Spoofing,𠌂
備,Semantic,俻
備,Simplified,备
傜,Semantic,徭
傢,Simplified,家
傥,Traditional,儻
傧,Traditional,儐
储,Traditional,儲
傩,Traditional,儺
傪,Simplified,𫢺
傭,Simplified,佣
傯,Simplified,偬
傱,Simplified,𰁧
傳,Simplified,传
傴,Simplified,伛
債,Simplified,债
傷,Simplified,伤
傻,Semantic,儍
傽,Semantic,慞
傾,Simplified,倾
僀,Simplified,𰂗
僂,Simplified,偻
僅,Simplified,仅
僆,Simplified,𫢪
僉,Simplified,佥
僊,Semantic,仙
僊,SpecializedSemantic,仙
働,Simplified,𫢙
僑,Simplified,侨
僓,Simplified,𰂜
僕,Simplified,仆
僗,Simplified,𫢬
僞,Simplified,伪
僤,Simplified,𫢸
僥,Simplified,侥
僨,Simplified,偾
僩,Simplified,𰂎
僱,Semantic,雇
僴,Simplified,𰂋
價,Simplified,价
僾,Simplified,𫣊
儀,Simplified,仪
儁,Simplified,㑺
儂,Simplified,侬
億,Simplified,亿
儅,Simplified,𰁸
儆,Semantic,警
儈,Simplified,侩
儉,Simplified,俭
儍,Semantic,傻
儎,SpecializedSemantic,載
儐,Simplified,傧
儒,Semantic,㐵
儓,Semantic,檯
儓,Semantic,枱
儔,Simplified,俦
儕,Simplified,侪
儖,Simplified,𫣉
儘,Simplified,尽
儛,Semantic,㒇
償,Simplified,偿
儡,SpecializedSemantic,酹
儢,Simplified,𰂦
儣,Simplified,𠆲
儥,Simplified,𰂏
儩,Simplified,𰂭
優,Simplified,优
儭,Semantic,襯
儰,Simplified,𫢭
儱,Simplified,𫢒
儲,Simplified,储
儶,Semantic,㒞
儷,Simplified,俪
儸,Simplified,㑩
儹,Simplified,𰃆
儺,Simplified,傩
儻,Semantic,倘
儻,Simplified,傥
儼,Simplified,俨
儿,Traditional,兒
克,Traditional,剋
兌,Semantic,兑
兌,Simplified,兑
兎,Semantic,兔
兑,Semantic,兌
兑,Traditional,兌
兒,Simplified,儿
兔,Semantic,兎
兖,Traditional,兗
兗,Simplified,兖
党,Traditional,黨
兦,Semantic,亡
內,Simplified,内
全,Semantic,㒰
兩,Semantic,両
兩,Semantic,两
兩,Simplified,两
兪,Semantic,俞
八,Semantic,捌
八,SpecializedSemantic,捌
六,SpecializedSemantic,陸
兮,Semantic,𠔃
兰,Traditional,蘭
关,Traditional,關
兴,Traditional,興
兹,Semantic,玆
兹,Semantic,茲
兹,Traditional,茲
养,Traditional,養
兽,Traditional,獸
冁,Traditional,囅
冂,Semantic,坰
冂,Semantic,冋
冄,Semantic,冉
内,Traditional,內
冈,Traditional,岡
冉,Semantic,冄
冊,Simplified,册
冋,Semantic,冂
冋,Semantic,坰
册,Traditional,冊
冑,Semantic,伷
冑,Semantic,胄
冒,Semantic,冒
冗,Semantic,宂
写,Traditional,寫
军,Traditional,軍
农,Traditional,農
冤,Semantic,寃
冩,Semantic,寫
冪,Semantic,羃
冪,Semantic,鼏
冪,Simplified,幂
冫,Semantic,氷
冫,Semantic,冰
冬,Traditional,鼕
冯,Traditional,馮
冰,Semantic,冫
冰,Semantic,氷
冱,Semantic,沍
冲,Semantic,沖
冲,Traditional,沖
冲,Traditional,衝
决,Semantic,決
决,Traditional,決
况,Semantic,況
况,Traditional,況
冻,Traditional,凍
净,Traditional,凈
凂,Semantic,浼
凄,Semantic,淒
准,Semantic,準
准,Traditional,準
凈,Semantic,淨
凈,Simplified,净
凈,SpecializedSemantic,淨
凉,Semantic,涼
凉,Traditional,涼
凍,Simplified,冻
减,Semantic,減
减,Traditional,減
凐,Spoofing,湮
凑,Semantic,湊
凑,Spoofing,湊
凑,Traditional,湊
凒,Spoofing,溰
凓,Spoofing,溧
凔,Simplified,𰃷
凔,Spoofing,滄
凗,Spoofing,漼
凘,Spoofing,澌
凙,Simplified,𪞝
凙,Spoofing,澤
凚,Spoofing,澿
凛,Semantic,懔
凛,Traditional,凜
凜,Simplified,凛
凜,Spoofing,澟
凟,Simplified,𰃿
凟,Spoofing,瀆
几,SpecializedSemantic,幾
几,Traditional,幾
凡,Semantic,凢
凡,Semantic,凣
凢,Semantic,凡
凣,Semantic,凡
凤,Traditional,鳳
処,Semantic,䖏
処,Semantic,處
処,SpecializedSemantic,處
凫,Traditional,鳧
凭,Traditional,憑
凯,Traditional,凱
凱,Simplified,凯
凳,Semantic,櫈
凴,Semantic,憑
凶,Semantic,㐫
凹,Semantic,𠕄
出,Semantic,岀
出,Simplified,出
出,Traditional,出
出,Traditional,齣
击,Traditional,擊
函,Semantic,凾
函,Semantic,圅
凾,Semantic,函
凾,Semantic,圅
凿,Traditional,鑿
刀,Semantic,刂
刂,Semantic,刀
刃,Semantic,刄
刄,Semantic,刃
刅,Semantic,創
分,SpecializedSemantic,份
刊,Semantic,刋
刋,Semantic,刊
刍,Traditional,芻
划,SpecializedSemantic,劃
划,Traditional,劃
刓,Semantic,园
刘,Semantic,劉
刘,Traditional,劉
则,Traditional,則
刚,Traditional,剛
创,Traditional,創
删,Semantic,刪
删,Traditional,刪
別,Simplified,别
刦,Semantic,刧
刦,Semantic,劫
刧,Semantic,刦
刧,Semantic,劫
刨,Semantic,鉋
利,Semantic,𥝢
刪,Semantic,删
刪,Simplified,删
别,Traditional,別
刬,Traditional,剗
刭,Traditional,剄
刮,Traditional,颳
刱,Semantic,創
刴,Semantic,剁
制,Traditional,製
刷,Semantic,㕞
刹,Traditional,剎
刺,SpecializedSemantic,莿
刼,Semantic,劫
刽,Traditional,劊
刾,Traditional,㓨
刿,Traditional,劌
剀,Traditional,剴
剁,Semantic,刴
剂,Traditional,劑
剃,Semantic,鬀
剄,Simplified,刭
則,Simplified,则
剉,SpecializedSemantic,銼
剋,Semantic,尅
剋,Simplified,克
剌,SpecializedSemantic,巤
剎,Simplified,刹
剐,Traditional,剮
剑,Traditional,劍
剗,Semantic,剷
剗,Simplified,刬
剙,SpecializedSemantic,創
剛,Simplified,刚
剝,Simplified,剥
剥,Traditional,剝
剦,Semantic,閹
剧,Traditional,劇
剩,Semantic,賸
剪,Semantic,翦
剮,Simplified,剐
剳,Semantic,劄
剳,SpecializedSemantic,劄
剴,Simplified,剀
創,Semantic,刅
創,Semantic,刱
創,Semantic,戧
創,Simplified,创
創,SpecializedSemantic,剙
剷,Semantic,剗
剸,Simplified,𰄞
剾,Simplified,𠛅
剿,Semantic,𠞰
劃,Simplified,划
劃,SpecializedSemantic,划
劄,Semantic,剳
劄,SpecializedSemantic,剳
劇,Simplified,剧
劈,Semantic,擗
劉,Semantic,刘
劉,Simplified,刘
劊,Simplified,刽
劌,Simplified,刿
劍,Semantic,劒
劍,Simplified,剑
劎,Semantic,劔
劏,Simplified,㓥
劑,Simplified,剂
劒,Semantic,劍
劓,Semantic,㓷
劔,Semantic,劎
劗,Simplified,𭄛
劚,Simplified,㔉
劝,Semantic,勸
劝,Traditional,勸
办,Semantic,辦
办,Traditional,辦
务,Traditional,務
劢,Traditional,勱
动,Traditional,動
劫,Semantic,刦
劫,Semantic,刧
劫,Semantic,刼
励,Traditional,勵
劲,Traditional,勁
劳,SpecializedSemantic,勞
劳,Traditional,勞
効,Semantic,效
势,Traditional,勢
勁,Simplified,劲
勁,SpecializedSemantic,俓
勄,Semantic,敏
勅,Semantic,勑
勅,Semantic,敕
勅,SpecializedSemantic,勑
勋,Traditional,勛
勑,Semantic,倈
勑,Semantic,勅
勑,Semantic,敕
勑,Semantic,徠
勑,Simplified,𠡠
勑,SpecializedSemantic,勅
動,Simplified,动
勖,Semantic,勗
勗,Semantic,勖
務,Simplified,务
勚,Traditional,勩
勛,Semantic,勳
勛,Simplified,勋
勝,Simplified,胜
勞,Simplified,劳
勞,SpecializedSemantic,劳
勢,Simplified,势
勣,Simplified,𪟝
勩,Simplified,勚
勰,Semantic,協
勰,Semantic,恊
勰,SpecializedSemantic,脅
勱,Simplified,劢
勳,Semantic,勛
勴,Simplified,𰅔
勵,Simplified,励
勸,Semantic,劝
勸,Simplified,劝
勹,Semantic,包
勻,Semantic,匀
勻,Simplified,匀
勽,Semantic,㲒
勽,Semantic,菢
匀,Semantic,勻
匀,Traditional,勻
匃,Semantic,丐
匃,Semantic,匄
匄,Semantic,匃
包,Semantic,勹
匆,Semantic,悤
匆,Semantic,怱
匈,Semantic,胸
匈,Semantic,胷
匊,Semantic,掬
匋,Semantic,陶
匏,Semantic,瓟
匘,Semantic,腦
匙,Semantic,鍉
匝,Semantic,帀
匝,Semantic,迊
匝,Semantic,𠂝
匦,Traditional,匭
匧,Semantic,篋
匭,Simplified,匦
匮,Traditional,匱
匯,Semantic,滙
匯,Simplified,汇
匰,Simplified,𰅦
匱,Semantic,樻
匱,Semantic,鐀
匱,Semantic,櫃
匱,Semantic,饋
匱,Simplified,匮
匳,Semantic,奩
匵,Semantic,櫝
匵,Simplified,𰅥
匹,Semantic,疋
区,Traditional,區
医,Semantic,醫
医,Traditional,醫
區,Simplified,区
十,SpecializedSemantic,拾
千,Semantic,仟
千,SpecializedSemantic,仟
千,Traditional,韆
卄,Semantic,廿
卉,Semantic,芔
卌,Semantic,𠦌
卌,SpecializedSemantic,𠦜
卍,Semantic,万
卍,Semantic,卐
卍,Semantic,萬
华,Traditional,華
协,Traditional,協
卐,Semantic,卍
卒,Semantic,䘚
卓,SpecializedSemantic,棹
協,Semantic,勰
協,Semantic,旪
協,Simplified,协
单,Semantic,單
单,Traditional,單
卖,Traditional,賣
博,Semantic,愽
卜,Traditional,蔔
占,SpecializedSemantic,佔
卢,Traditional,盧
卤,Traditional,鹵
卧,Semantic,臥
卨,Simplified,𫧯
卩,Semantic,㔾
卩,SpecializedSemantic,㔾
卩,SpecializedSemantic,節
卫,Traditional,衛
卬,Semantic,卭
卭,Semantic,卬
即,Semantic,卽
却,Semantic,卻
却,Traditional,卻
卷,Traditional,捲
卹,Semantic,恤
卻,Semantic,却
卻,Simplified,却
卽,Semantic,即
厂,Traditional,廠
厄,Semantic,戹
厅,Traditional,廳
历,Semantic,厲
历,Traditional,曆
历,Traditional,歷
厉,Traditional,厲
压,Traditional,壓
厌,Traditional,厭
厍,Traditional,厙
厎,Semantic,砥
厐,Traditional,龎
厓,Semantic,崖
厕,Traditional,廁
厖,Semantic,庬
厘,Semantic,釐
厘,Semantic,𭀖
厘,Traditional,釐
厙,Simplified,厍
厠,Semantic,廁
厢,Traditional,廂
厣,Traditional,厴
厤,Semantic,曆
厦,Semantic,廈
厦,Traditional,廈
厨,Semantic,廚
厨,SpecializedSemantic,𢊍
厨,Traditional,廚
厩,Semantic,廐
厩,Traditional,廄
厪,Semantic,廑
厭,Simplified,厌
厮,Semantic,㒋
厮,Semantic,廝
厮,Traditional,廝
厰,Semantic,廠
厱,Simplified,𰆚
厲,Semantic,历
厲,Simplified,厉
厴,Simplified,厣
厶,Semantic,某
厶,SpecializedSemantic,某
厷,Semantic,肱
厹,Semantic,叴
县,Traditional,縣
叁,Semantic,三
叁,SpecializedSemantic,三
叁,Traditional,叄
参,Traditional,參
參,Semantic,叅
參,Simplified,参
參,SpecializedSemantic,叅
參,SpecializedSemantic,薓
叄,Simplified,叁
叅,Semantic,參
叅,SpecializedSemantic,參
叆,Traditional,靉
叇,Traditional,靆
叉,SpecializedSemantic,釵
双,Semantic,雙
双,SpecializedSemantic,雙
双,Traditional,雙
収,Semantic,收
发,Traditional,發
发,Traditional,髮
叔,Semantic,尗
变,Semantic,變
变,Traditional,變
叙,Semantic,敍
叙,Semantic,敘
叙,Traditional,敘
叜,Semantic,傁
叜,Semantic,叟
叟,Semantic,傁
叟,Semantic,叜
叟,SpecializedSemantic,墰
叠,Semantic,曡
叠,Semantic,疊
叠,Traditional,疊
叡,Semantic,睿
叢,Semantic,樷
叢,Simplified,丛
叨,Semantic,饕
只,Semantic,子
只,Simplified,只
只,Traditional,只
只,Traditional,隻
叫,Semantic,呌
台,Semantic,臺
台,Simplified,台
台,Traditional,台
台,Traditional,檯
台,Traditional,臺
台,Traditional,颱
叱,Spoofing,𠮟
叴,Semantic,厹
叵,Semantic,尀
叶,Traditional,葉
号,Semantic,號
号,SpecializedSemantic,號
号,Traditional,號
叹,Traditional,嘆
叽,Traditional,嘰
吁,Traditional,籲
吃,Semantic,喫
合,Traditional,閤
吉,Spoofing,𠮷
吊,Semantic,弔
吋,SpecializedSemantic,寸
同,Semantic,仝
同,Simplified,同
同,Traditional,同
同,Traditional,衕
后,Simplified,后
后,Traditional,后
后,Traditional,後
向,Simplified,向
向,Traditional,向
向,Traditional,曏
吒,Semantic,咤
吒,Simplified,咤
吓,Simplified,吓
吓,Traditional,吓
吓,Traditional,嚇
吕,Traditional,呂
吗,Traditional,嗎
吚,Semantic,咿
吝,Semantic,恡
吝,Semantic,悋
吞,Semantic,呑
吟,Semantic,唫
吣,Semantic,唚
吣,Traditional,唚
吨,Semantic,啍
吨,Traditional,噸
含,SpecializedSemantic,唅
听,Semantic,聽
听,SpecializedSemantic,聽
听,Traditional,聽
启,Traditional,啟
吲,Semantic,哂
吳,Semantic,呉
吳,Simplified,吴
吳,Compat,吴
吳,Compat,呉
吴,Traditional,吳
吴,Compat,吳
吴,Compat,呉
吶,Semantic,訥
吶,Simplified,呐
吸,Semantic,噏
吹,Semantic,龡
吻,Semantic,呡
吻,Semantic,肳
吿,Semantic,告
呂,Simplified,吕
呃,SpecializedSemantic,阨
呆,Semantic,獃
呆,SpecializedSemantic,獃
呉,Semantic,吳
呉,Compat,吳
呉,Compat,吴
告,Semantic,吿
呌,Semantic,叫
呐,Traditional,吶
呑,Semantic,吞
呒,Traditional,嘸
呓,Traditional,囈
呕,Traditional,嘔
呖,Traditional,嚦
呗,Traditional,唄
员,Traditional,員
呙,Traditional,咼
呛,Traditional,嗆
呜,Traditional,嗚
呠,Semantic,歕
呠,Semantic,噴
呡,Semantic,吻
周,Semantic,週
呪,Semantic,詋
呪,Semantic,咒
味,Spoofing,𠰌
呴,SpecializedSemantic,詬
咀,Semantic,觜
咀,Semantic,嘴
咂,Semantic,𠯗
咊,Semantic,和
咊,Semantic,龢
和,Semantic,咊
和,Semantic,龢
和,SpecializedSemantic,龢
咏,Semantic,詠
咏,Traditional,詠
咒,Semantic,呪
咙,Traditional,嚨
咛,Traditional,嚀
咝,Traditional,噝
咤,Semantic,吒
咤,Traditional,吒
咥,SpecializedSemantic,嘻
咨,Semantic,嗞
咨,Semantic,諮
咩,Semantic,哶
咬,Semantic,齩
咮,SpecializedSemantic,胄
咱,Semantic,偺
咱,SpecializedSemantic,喒
咲,Semantic,笑
咳,Semantic,欬
咳,SpecializedSemantic,欬
咷,Semantic,啕
咸,Traditional,鹹
咼,Simplified,呙
咽,Semantic,嚥
咽,SpecializedSemantic,嚥
咿,Semantic,吚
哂,Semantic,吲
响,Semantic,響
响,Traditional,響
哑,Traditional,啞
哒,Traditional,噠
哓,Traditional,嘵
哔,Traditional,嗶
哕,Traditional,噦
哗,Traditional,嘩
哙,Traditional,噲
哜,Traditional,嚌
哝,Traditional,噥
哟,Traditional,喲
員,Simplified,员
哦,Semantic,誐
哯,Simplified,𠯟
哲,Semantic,喆
哲,Semantic,悊
哴,Semantic,喨
哶,Semantic,咩
哼,SpecializedSemantic,苛
唁,Semantic,喭
唄,Simplified,呗
唅,SpecializedSemantic,含
唇,Semantic,脣
唉,Semantic,欸
唉,SpecializedSemantic,欸
唊,Semantic,硤
唊,Simplified,𰇕
唓,Simplified,𪠳
唚,Semantic,吣
唚,Simplified,吣
唛,Traditional,嘜
唝,Traditional,嗊
唠,Traditional,嘮
唡,Traditional,啢
唢,Traditional,嗩
唤,Traditional,喚
唫,Semantic,吟
唬,Semantic,諕
唬,Semantic,猇
唬,Semantic,虓
唻,Simplified,𫪁
唾,Semantic,涶
唾,SpecializedSemantic,涶
啃,Semantic,齦
啊,SpecializedSemantic,阿
啍,Semantic,吨
啎,Semantic,忤
問,Simplified,问
啓,Semantic,啟
啓,Spoofing,啟
啕,Semantic,咷
啖,Semantic,㗖
啖,Semantic,噉
啖,Semantic,啗
啗,Semantic,㗖
啗,Semantic,啖
啗,Semantic,噉
啜,Semantic,欼
啜,Semantic,諁
啜,Semantic,歠
啞,Semantic,瘂
啞,Simplified,哑
啟,Semantic,啓
啟,Simplified,启
啟,Spoofing,啓
啢,Simplified,唡
啣,Semantic,㘅
啧,Traditional,嘖
啬,Traditional,嗇
啭,Traditional,囀
啮,Traditional,嚙
啯,Traditional,嘓
啰,Traditional,囉
啴,Traditional,嘽
啸,Traditional,嘯
啼,Semantic,嗁
喂,Semantic,餧
喂,SpecializedSemantic,餵
喃,Semantic,諵
喆,Semantic,哲
喎,Simplified,㖞
喐,Semantic,郁
喒,Semantic,昝
喒,SpecializedSemantic,偺
喒,SpecializedSemantic,咱
喚,Simplified,唤
喜,Semantic,憙
喦,Spoofing,嵒
喧,Semantic,諠
喨,Semantic,哴
喪,Simplified,丧
喫,Semantic,吃
喬,Semantic,乔
喬,Simplified,乔
喭,Semantic,唁
單,Semantic,单
單,Simplified,单
喲,Simplified,哟
喷,Traditional,噴
喽,Traditional,嘍
喾,Traditional,嚳
喿,Semantic,噪
嗁,Semantic,啼
嗅,Semantic,齅
嗆,Simplified,呛
嗇,Simplified,啬
嗉,Semantic,膆
嗊,Simplified,唝
嗎,Simplified,吗
嗒,Semantic,㗳
嗚,Simplified,呜
嗞,Semantic,咨
嗞,Semantic,諮
嗥,Semantic,嚎
嗥,Semantic,嘷
嗧,Simplified,𰇠
嗩,Simplified,唢
嗫,Traditional,囁
嗳,Traditional,噯
嗶,Simplified,哔
嗹,Simplified,𪡏
嗻,SpecializedSemantic,處
嗽,Semantic,瘶
嗿,Simplified,𰇲
嘄,Simplified,𫪧
嘆,Semantic,歎
嘆,Simplified,叹
嘇,Simplified,𰇼
嘈,Semantic,䜊
嘍,Semantic,謱
嘍,Simplified,喽
嘓,Simplified,啯
嘔,Simplified,呕
嘔,SpecializedSemantic,慪
嘖,Simplified,啧
嘗,Semantic,甞
嘗,Simplified,尝
嘘,Traditional,噓
嘜,Simplified,唛
嘤,Traditional,嚶
嘩,Semantic,譁
嘩,Simplified,哗
嘪,Simplified,𪡃
嘮,Simplified,唠
嘯,Semantic,歗
嘯,Simplified,啸
嘰,Simplified,叽
嘱,Semantic,囑
嘱,Traditional,囑
嘳,Simplified,𪡞
嘴,Semantic,咀
嘴,Semantic,觜
嘵,Simplified,哓
嘷,Semantic,嗥
嘸,Simplified,呒
嘺,Simplified,𪡀
嘻,SpecializedSemantic,咥
嘽,Simplified,啴
嘿,Semantic,默
噁,Simplified,𫫇
噂,Semantic,譐
噅,Simplified,𠯠
噉,Semantic,㗖
噉,Semantic,啖
噉,Semantic,啗
噏,Semantic,吸
噐,Semantic,器
噑,Semantic,嚎
噓,Simplified,嘘
噚,Simplified,㖊
噜,Traditional,嚕
噝,Simplified,咝
噞,Simplified,𪡋
噠,Simplified,哒
噥,Simplified,哝
噦,Semantic,𧬨
噦,Simplified,哕
器,Semantic,噐
器,Spoofing,𠾖
噪,Semantic,喿
噪,Semantic,譟
噯,Simplified,嗳
噲,Simplified,哙
噴,Semantic,呠
噴,Semantic,歕
噴,Simplified,喷
噸,Simplified,吨
噹,Simplified,当
噹,Simplified,𪠽
嚀,Simplified,咛
嚂,Simplified,𰈓
嚇,Simplified,吓
嚈,Simplified,𫩫
嚌,Simplified,哜
嚍,Simplified,𫩺
嚎,Semantic,嗥
嚎,Semantic,噑
嚐,Simplified,𰈇
嚕,Simplified,噜
嚙,Simplified,啮
嚛,Simplified,𪠸
嚝,Simplified,𫩕
嚠,Simplified,𭇯
嚣,Traditional,囂
嚥,Semantic,咽
嚥,SpecializedSemantic,咽
嚦,Simplified,呖
嚧,Simplified,𠰷
嚨,Simplified,咙
嚩,Simplified,𰈶
嚪,Simplified,𫫦
嚫,Simplified,𰈍
嚬,Semantic,顰
嚬,Simplified,𫫾
嚱,Simplified,𰇣
嚲,Simplified,亸
嚳,Semantic,俈
嚳,Simplified,喾
嚴,Simplified,严
嚵,Semantic,饞
嚶,Simplified,嘤
嚸,Simplified,𰈊
嚹,Semantic,𡅈
嚽,Simplified,𪢕
嚿,Simplified,𫩥
囀,Simplified,啭
囁,Semantic,讘
囁,Simplified,嗫
囂,Simplified,嚣
囅,Simplified,冁
囇,Simplified,𫪃
囈,Simplified,呓
囉,Simplified,啰
囋,Simplified,𰉄
囐,Simplified,𰈯
囑,Semantic,嘱
囑,Simplified,嘱
囒,Simplified,𪢠
囓,Semantic,齧
囓,SpecializedSemantic,齧
囕,Simplified,𰈆
囘,Semantic,囬
囘,Semantic,回
四,Semantic,肆
四,SpecializedSemantic,肆
回,Semantic,囘
回,Semantic,廻
回,Semantic,囬
回,Traditional,迴
囟,Semantic,䪿
囟,Semantic,顖
囟,SpecializedSemantic,倖
囟,SpecializedSemantic,幸
团,Traditional,團
囤,Semantic,𥫱
囪,Semantic,囱
囪,Simplified,囱
囬,Semantic,囘
囬,Semantic,回
园,Semantic,刓
园,Traditional,園
囮,Semantic,𡈙
囮,SpecializedSemantic,諤
囯,Semantic,國
困,Semantic,睏
困,Traditional,睏
囱,Semantic,囪
囱,Traditional,囪
围,Traditional,圍
囵,Traditional,圇
国,Traditional,國
图,Traditional,圖
圅,Semantic,函
圅,Semantic,凾
圆,Traditional,圓
圇,Simplified,囵
